row_label_raw,row_label_full,Loại tài sản đảm bảo,Giá trị đến31/12/2015,Giá trị đến01/01/2015,numeric__Giá trị đến31/12/2015,numeric__Giá trị đến01/01/2015
Bắt động sản,Bắt động sản,Bắt động sản,32.292.715.755.237,15.073.487.071.959,32292715755237.0,15073487071959.0
Bảo lãnh của Ngân hàng Phát triển Việt Nam,Bảo lãnh của Ngân hàng Phát triển Việt Nam,Bảo lãnh của Ngân hàng Phát triển Việt Nam,11.000.000.000,11.000.000.000,11000000000.0,11000000000.0
Chứng khoán của các Tổ chức tin dụng khác,Chứng khoán của các Tổ chức tin dụng khác,Chứng khoán của các Tổ chức tin dụng khác,30.135.500.000,68.428.500.000,30135500000.0,68428500000.0
Chứng khoán của doanh nghiệp,Chứng khoán của doanh nghiệp,Chứng khoán của doanh nghiệp,4.761.277.282.930,2.999.810.720.930,4761277282930.0,2999810720930.0
"Chứng khoán do TCTD khác phát hành niêm yết trên SGDCK, TTGDCK","Chứng khoán do TCTD khác phát hành niêm yết trên SGDCK, TTGDCK","Chứng khoán do TCTD khác phát hành niêm yết trên SGDCK, TTGDCK",1.143.570.000.000,303.170.000.000,1143570000000.0,303170000000.0
