row_label_raw,row_label_full,Chi phí từ hoạt động dịch vụ,25.887.445.984,22.647.156.493,numeric__25.887.445.984,numeric__22.647.156.493
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,4.147.301.869,3.078.219.729,4147301869.0,3078219729.0
Chi về dịch vụ ngân quỹ,Chi về dịch vụ ngân quỹ,Chi về dịch vụ ngân quỹ,3.171.473.133,3.220.652.896,3171473133.0,3220652896.0
Chi khác về dịch vụ,Chi khác về dịch vụ,Chi khác về dịch vụ,18.568.670.982,16.348.283.868,18568670982.0,16348283868.0
Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,1.361.852.352,(6.902.382.036),1361852352.0,-6902382036.0
