row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay,Tổng tiền gửi,Các cam kết tin dụng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi,numeric__Các cam kết tin dụng,numeric__CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán
Trong nước,Trong nước,Trong nước,20.816.441,"7.826.357,91","2.377.354,43",-,"10.046.019,31",20816441.0,7826357.91,2377354.43,,10046019.31
Ngoái nước,Ngoái nước,Ngoái nước,-,"22.979,72",,,,,22979.72,,,
