row_label_raw,row_label_full,Khoản mục,"Nhà cửa, vật kiến trúc",Máy móc thiết bị,Phương tiện vận tải truyền dẫn,Thiết bị dụng cụ quản lý,Tài sản cố định khác,Tổng cộng,"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc thiết bị,numeric__Phương tiện vận tải truyền dẫn,numeric__Thiết bị dụng cụ quản lý,numeric__Tài sản cố định khác,numeric__Tổng cộng
Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,,,,,,
Số dư đầu năm,Nguyên giá TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,139.437,41.222,51.040,38.180,2.786,272.665,139437.0,41222.0,51040.0,38180.0,2786.0,272665.0
- Mua trong năm,Nguyên giá TSCĐ hữu hình > - Mua trong năm,- Mua trong năm,1.228,23.289,3.771,1.814,-,30.102,1228.0,23289.0,3771.0,1814.0,,30102.0
"- Thanh lý, nhượng bán","Nguyên giá TSCĐ hữu hình > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,(2.556),(2.734),(208),(5.497),,,-2556.0,-2734.0,-208.0,-5497.0
- Giảm theo TT45,Nguyên giá TSCĐ hữu hình > - Giảm theo TT45,- Giảm theo TT45,(2),(295),(1.174),(221),-,(1.691),-2.0,-295.0,-1174.0,-221.0,,-1691.0
Số dư cuối năm,Nguyên giá TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,140.663,64.216,51.082,37.038,2.578,295.578,140663.0,64216.0,51082.0,37038.0,2578.0,295578.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,868,16.111,20.220,22.824,1.561,61.585,868.0,16111.0,20220.0,22824.0,1561.0,61585.0
- Khâu hao trong năm,Giá trị hao mòn lũy kế > - Khâu hao trong năm,- Khâu hao trong năm,3.584,3.890,8.310,3.580,314,19.677,3584.0,3890.0,8310.0,3580.0,314.0,19677.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,(2.012),(1.751),(168),(3.930),,,-2012.0,-1751.0,-168.0,-3930.0
- Giảm theo TT45,Giá trị hao mòn lũy kế > - Giảm theo TT45,- Giảm theo TT45,-,-,(704),(137),-,(841),,,-704.0,-137.0,,-841.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,4.452,20.001,25.814,24.517,1.707,76.491,4452.0,20001.0,25814.0,24517.0,1707.0,76491.0
Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,,,,,,
Số dư đầu năm,Giá trị còn lại của TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,138.569,25.111,30.820,15.355,1.225,211.080,138569.0,25111.0,30820.0,15355.0,1225.0,211080.0
Số dư cuối năm,Giá trị còn lại của TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,136.211,44.215,25.268,12.521,871,219.088,136211.0,44215.0,25268.0,12521.0,871.0,219088.0
