row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2019VND,30/9/2018VND(Đã phân loại lại),,
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,465.422.257.831,490.320.212.399,465422257831.0,490320212399.0
Chi phí xuất khẩu,Chi phí xuất khẩu,Chi phí xuất khẩu,342.477.520.100,565.192.324.587,342477520100.0,565192324587.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,149.742.260.035,100.450.397.373,149742260035.0,100450397373.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,135.231.920.322,109.169.791.292,135231920322.0,109169791292.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,104.833.377.549,113.452.026.850,104833377549.0,113452026850.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,96.474.932.596,127.286.438.613,96474932596.0,127286438613.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,44.103.924.195,52.916.530.386,44103924195.0,52916530386.0
Chi phí khác,Chi phí khác,Chi phí khác,114.632.270.547,151.827.532.721,114632270547.0,151827532721.0
,,,1.452.918.463.175,1.710.615.254.221,1452918463175.0,1710615254221.0
