row_label_raw,row_label_full,col_0,Bộ phận chia theo khu vực địa lý,Bộ phận chia theo khu vực địa lý_1,Bộ phận chia theo khu vực địa lý_2,numeric__Bộ phận chia theo khu vực địa lý,numeric__Bộ phận chia theo khu vực địa lý_1,numeric__Bộ phận chia theo khu vực địa lý_2
,,,Trong nước VND,Nước ngoài VND,Tổng VND,,,
Năm kết thúc ngày30 tháng 9 năm 2019,Năm kết thúc ngày30 tháng 9 năm 2019,Năm kết thúc ngày30 tháng 9 năm 2019,,,,,,
Doanh thu,Năm kết thúc ngày30 tháng 9 năm 2019 > Doanh thu,Doanh thu,36.259.554.008.527,8.510.483.862.671,44.770.037.871.198,36259554008527.0,8510483862671.0,44770037871198.0
Giá vốn,Năm kết thúc ngày30 tháng 9 năm 2019 > Giá vốn,Giá vốn,(34.311.894.762.774),(8.197.310.568.994),(42.509.205.331.768),-34311894762774.0,-8197310568994.0,-42509205331768.0
,,,1.947.659.245.753,313.173.293.677,2.260.832.539.430,1947659245753.0,313173293677.0,2260832539430.0
Năm kết thúc ngày30 tháng 9 năm 2018,Năm kết thúc ngày30 tháng 9 năm 2018,Năm kết thúc ngày30 tháng 9 năm 2018,,,,,,
Doanh thu,Năm kết thúc ngày30 tháng 9 năm 2018 > Doanh thu,Doanh thu,47.554.460.913.811,12.309.739.673.654,59.864.200.587.465,47554460913811.0,12309739673654.0,59864200587465.0
Giá vốn,Năm kết thúc ngày30 tháng 9 năm 2018 > Giá vốn,Giá vốn,(45.735.617.545.530),(11.325.693.150.662),(57.061.310.696.192),-45735617545530.0,-11325693150662.0,-57061310696192.0
,,,1.818.843.368.281,984.046.522.992,2.802.889.891.273,1818843368281.0,984046522992.0,2802889891273.0
