row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2019VND,30/9/2018VND,,
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
▪ Bán hàng hóa,Tổng doanh thu > ▪ Bán hàng hóa,▪ Bán hàng hóa,28.574.191.796.022,40.327.474.385.158,28574191796022.0,40327474385158.0
▪ Bán thành phẩm,Tổng doanh thu > ▪ Bán thành phẩm,▪ Bán thành phẩm,16.174.770.949.499,19.610.603.182.865,16174770949499.0,19610603182865.0
▪ Khác,Tổng doanh thu > ▪ Khác,▪ Khác,46.890.170.981,39.883.594.343,46890170981.0,39883594343.0
,,,44.795.852.916.502,59.977.961.162.366,44795852916502.0,59977961162366.0
Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,,
▪ Chiết khấu thương mại,Trừ các khoản giảm trừ doanh thu > ▪ Chiết khấu thương mại,▪ Chiết khấu thương mại,5.993.686.605,91.463.945.910,5993686605.0,91463945910.0
▪ Hàng bán bị trả lại,Trừ các khoản giảm trừ doanh thu > ▪ Hàng bán bị trả lại,▪ Hàng bán bị trả lại,10.758.092.293,18.018.812.564,10758092293.0,18018812564.0
▪ Giảm giá hàng bán,Trừ các khoản giảm trừ doanh thu > ▪ Giảm giá hàng bán,▪ Giảm giá hàng bán,9.063.266.406,4.277.816.427,9063266406.0,4277816427.0
,,,25.815.045.304,113.760.574.901,25815045304.0,113760574901.0
Doanh thu thuần,Trừ các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,44.770.037.871.198,59.864.200.587.465,44770037871198.0,59864200587465.0
