row_label_raw,row_label_full,Thuế giá trị gia tăng,1/10/2018VND > 47.404.709.014,Số phải nộp trong năm VND > 5.120.013.318.154,Số đã nộp trong năm VND > (1.047.552.234.942),Số đã cán trừ VND > (4.064.306.002.157),Phân loại lại VND > 3.305.017.004,30/9/2019VND > 58.864.807.073,numeric__1/10/2018VND > 47.404.709.014,numeric__Số phải nộp trong năm VND > 5.120.013.318.154,numeric__Số đã nộp trong năm VND > (1.047.552.234.942),numeric__Số đã cán trừ VND > (4.064.306.002.157),numeric__Phân loại lại VND > 3.305.017.004,numeric__30/9/2019VND > 58.864.807.073
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,428.139.298,2.022.036.167,(2.371.828.093),-,-,78.347.372,428139298.0,2022036167.0,-2371828093.0,,,78347372.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,86.459.077.071,(65.569.893.516),-,(20.889.183.555),-,,86459077071.0,-65569893516.0,,-20889183555.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.603.969.286,12.255.060.814,(11.278.430.969),-,(26.941.277),2.553.657.854,1603969286.0,12255060814.0,-11278430969.0,,-26941277.0,2553657854.0
Các loại thuê khác,Các loại thuê khác,Các loại thuê khác,574.128,3.386.384.287,(3.309.450.607),-,(359.458),77.148.350,574128.0,3386384287.0,-3309450607.0,,-359458.0,77148350.0
,,,49.437.391.726,5.224.135.876.493,(1.130.081.838.127),(4.064.306.002.157),(17.611.467.286),61.573.960.649,49437391726.0,5224135876493.0,-1130081838127.0,-4064306002157.0,-17611467286.0,61573960649.0
