row_label_raw,row_label_full,col_0,30/9/2019,30/9/2019_1,30/9/2019_2,1/10/2018,1/10/2018_1,1/10/2018_2,numeric__30/9/2019,numeric__30/9/2019_1,numeric__30/9/2019_2,numeric__1/10/2018,numeric__1/10/2018_1,numeric__1/10/2018_2
,,,% vốn sở hữu/quyền biểu quyết,Giá gốc VND,Dự phòng giảm giá VND,% vốn sở hữu/quyền biểu quyết,Giá gốc VND,Dự phòng giảm giá VND,,,,,,
▪ Công ty Cổ phần Hoa Sen Quy Nhơn (iv),▪ Công ty Cổ phần Hoa Sen Quy Nhơn (iv),▪ Công ty Cổ phần Hoa Sen Quy Nhơn (iv),99%,61.380.000.000,-,-,-,-,0.99,61380000000.0,,,,
▪ Công ty Cổ phần Đầu tư Hạ tầng Khu Công nghiệp Hoa Sen Du Long (v),▪ Công ty Cổ phần Đầu tư Hạ tầng Khu Công nghiệp Hoa Sen Du Long (v),▪ Công ty Cổ phần Đầu tư Hạ tầng Khu Công nghiệp Hoa Sen Du Long (v),95%,32.965.000.000,-,-,-,-,0.95,32965000000.0,,,,
,,,,3.138.345.000.000,-,,2.677.776.000.000,-,,3138345000000.0,,,2677776000000.0,
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,,,,,,
▪ Công ty Cổ phần Hoa Sen Quy Nhơn,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Hoa Sen Quy Nhơn,▪ Công ty Cổ phần Hoa Sen Quy Nhơn,-,-,-,45%,27.900.000.000,-,,,,0.45,27900000000.0,
▪ Công ty Cổ phần Đầu tư Hạ tầng Khu Công nghiệp Hoa Sen Du Long,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Đầu tư Hạ tầng Khu Công nghiệp Hoa Sen Du Long,▪ Công ty Cổ phần Đầu tư Hạ tầng Khu Công nghiệp Hoa Sen Du Long,-,-,-,45%,15.615.000.000,(13.445.353.316),,,,0.45,15615000000.0,-13445353316.0
▪ Công ty Cổ phần Cảng Quốc tế Hoa Sen (iii),Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Cảng Quốc tế Hoa Sen (iii),▪ Công ty Cổ phần Cảng Quốc tế Hoa Sen (iii),49%,-,-,-,-,-,0.49,,,,,
,,,,-,-,,43.515.000.000,(13.445.353.316),,,,,43515000000.0,-13445353316.0
,,,,3.138.345.000.000,-,,2.721.291.000.000,(13.445.353.316),,3138345000000.0,,,2721291000000.0,-13445353316.0
