row_label_raw,row_label_full,col_0,1/10/2018Giá trị ghi sổ/Số cókhả năng trả nợVND,TăngVND,Biến động trong nămGiảmVND,Chênh lệchtỷ giáVND,30/9/2019Giá trị ghi sổ/Số cókhả năng trả nợVND,numeric__1/10/2018Giá trị ghi sổ/Số cókhả năng trả nợVND,numeric__TăngVND,numeric__Biến động trong nămGiảmVND,numeric__Chênh lệchtỷ giáVND,numeric__30/9/2019Giá trị ghi sổ/Số cókhả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,8.801.119.898.344,18.554.179.258.809,(21.684.624.609.125),(1.967.601.634),5.668.706.946.394,8801119898344.0,18554179258809.0,-21684624609125.0,-1967601634.0,5668706946394.0
Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),174.491.250.325,21.781.600.000,(174.491.250.325),-,21.781.600.000,174491250325.0,21781600000.0,-174491250325.0,,21781600000.0
Nợ gốc thuê tài chính đến hạn trảtrong vòng 12 tháng (c),Nợ gốc thuê tài chính đến hạn trảtrong vòng 12 tháng (c),Nợ gốc thuê tài chính đến hạn trảtrong vòng 12 tháng (c),35.365.884.710,15.786.966.112,(35.365.884.710),-,15.786.966.112,35365884710.0,15786966112.0,-35365884710.0,,15786966112.0
,,,9.010.977.033.379,18.591.747.824.921,(21.894.481.744.160),(1.967.601.634),5.706.275.512.506,9010977033379.0,18591747824921.0,-21894481744160.0,-1967601634.0,5706275512506.0
