row_label_raw,row_label_full,col_0,Tại ngày 31 tháng Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng),12 năm 2020 Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày kết thúc kỳ kế toán) Tài sản,Tại ngày 31 tháng 12 năm 2019 Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng),Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày kết thúc kỳ kế toán) Tài sản,numeric__Tại ngày 31 tháng Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng),numeric__12 năm 2020 Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày kết thúc kỳ kế toán) Tài sản,numeric__Tại ngày 31 tháng 12 năm 2019 Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng),numeric__Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày kết thúc kỳ kế toán) Tài sản
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,33.847.379,45.006,22.149.476,14.002,33847379.0,45006.0,22149476.0,14002.0
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,47.238.782,99.584,95.587.598,16.868,47238782.0,99584.0,95587598.0,16868.0
Giao dịch kỳ hạn lãi suất,Giao dịch kỳ hạn lãi suất,Giao dịch kỳ hạn lãi suất,6.391,(11),82.486,64,6391.0,-11.0,82486.0,64.0
Giao dịch hoán đổi lãi suất,Giao dịch hoán đổi lãi suất,Giao dịch hoán đổi lãi suất,4.304.914,25,2.242.733,2.483,4304914.0,25.0,2242733.0,2483.0
,,,85.397.466,144.604,120.062.293,33.417,85397466.0,144604.0,120062293.0,33417.0
