row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.012.074,1.289.961,,4.0,1012074.0,1289961.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,3.374.301,3.231.775,,5.0,3374301.0,3231775.0
III,A > III,III,"Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác",6,25.740.328,25.399.651,,6.0,25740328.0,25399651.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,25.640.328,24.134.972,,,25640328.0,24134972.0
2,A > 2,2,Cho vay các TCTD khác,,100.000,1.264.679,,,100000.0,1264679.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,2.678.455,1.193.127,,7.0,2678455.0,1193127.0
1,A > 1,1,Chứng khoán kinh doanh,,2.683.659,1.202.578,,,2683659.0,1202578.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(5.204),(9.451),,,-5204.0,-9451.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,144.604,33.417,,8.0,144604.0,33417.0
VI,A > VI,VI,Cho vay khách hàng,,107.618.502,97.490.805,,,107618502.0,97490805.0
1,A > 1,1,Cho vay khách hàng,9,108.724.047,98.620.238,,9.0,108724047.0,98620238.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(1.105.545),(1.129.433),,10.0,-1105545.0,-1129433.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,,32.098.250,20.570.385,,,32098250.0,20570385.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,11(a),31.818.476,20.283.489,,,31818476.0,20283489.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,11(b),319.364,319.364,,,319364.0,319364.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,12,(39.590),(32.468),,12.0,-39590.0,-32468.0
IX,A > IX,IX,"Gớp vốn, đầu tư dài hạn",13,1.858.172,1.867.024,,13.0,1858172.0,1867024.0
1,A > 1,1,Đầu tư vào công ty con,,1.760.000,1.760.000,,,1760000.0,1760000.0
4,A > 4,4,Đầu tư dài hạn khác,,98.172,107.024,,,98172.0,107024.0
X,A > X,X,"Tài sản cố định (""TSCD"")",,861.142,768.860,,,861142.0,768860.0
1,A > 1,1,Tài sản cố định hữu hình,14,282.780,210.945,,14.0,282780.0,210945.0
a,A > a,a,Nguyên giá,,735.732,625.335,,,735732.0,625335.0
b,A > b,b,Hao mòn TSCĐ,,(452.952),(414.390),,,-452952.0,-414390.0
3,A > 3,3,Tài sản cố định vô hình,15,578.362,557.915,,15.0,578362.0,557915.0
a,A > a,a,Nguyên giá,,739.349,694.838,,,739349.0,694838.0
b,A > b,b,Hao mòn TSCĐ,,(160.987),(136.923),,,-160987.0,-136923.0
XII,A > XII,XII,Tài sản Có khác,16,5.138.910,6.048.261,,16.0,5138910.0,6048261.0
1,A > 1,1,Các khoản phải thu,,1.064.132,1.084.693,,,1064132.0,1084693.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,2.594.434,3.378.834,,,2594434.0,3378834.0
4,A > 4,4,Tài sản Có khác,,1.501.972,1.599.091,,,1501972.0,1599091.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(21.628),(14.357),,,-21628.0,-14357.0
,,,TỔNG TÀI SẢN,,180.524.738,157.893.266,,,180524738.0,157893266.0
