row_label_raw,row_label_full,col_0,col_1,2020Triệu VND,2019Triệu VND,numeric__col_1,numeric__2020Triệu VND,numeric__2019Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,11.468.513,9.665.891,,11468513.0,9665891.0
02,02,02,Chi phí lãi và các chi phí tương tự đã trả,(7.599.183),(7.076.915),,-7599183.0,-7076915.0
03,03,03,Thu nhập thuần từ hoạt động dịch vụ nhận được,341.849,321.357,,341849.0,321357.0
04,04,04,"Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng và chứng khoán)",418.406,435.075,,418406.0,435075.0
05,05,05,Thu nhập khác,722.064,1.530.916,,722064.0,1530916.0
06,06,06,"Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn rủi ro",43.904,13.455,,43904.0,13455.0
07,07,07,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(1.968.432),(1.823.297),,-1968432.0,-1823297.0
08,08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(357.689),(229.611),,-357689.0,-229611.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,3.069.432,2.836.871,,3069432.0,2836871.0
,,,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
09,09,09,Giảm các khoản tiền gửi và cho vay các TCTD khác,1.164.679,1.498.510,,1164679.0,1498510.0
10,10,10,(Tăng)/giảm các khoản về kinh doanh chứng khoán,(13.016.068),5.107.508,,-13016068.0,5107508.0
11,11,11,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,(111.187),(103.647),,-111187.0,-103647.0
12,12,12,Tăng các khoản cho vay khách hàng,(10.103.809),(12.926.449),,-10103809.0,-12926449.0
13,13,13,Sử dụng dự phòng,(698.532),(2.847.294),,-698532.0,-2847294.0
14,14,14,Giảm khác về tài sản hoạt động,95.419,181.942,,95419.0,181942.0
,,,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,,,
15,15,15,Giảm các khoản nợ Chính phủ và NINNNVN,(32.890),(7.043.560),,-32890.0,-7043560.0
16,16,16,Tăng tiền gửi và vay các TCTD khác,10.862.455,2.278.515,,10862455.0,2278515.0
17,17,17,Tăng tiền gửi của khách hàng,17.565.478,11.263.368,,17565478.0,11263368.0
18,18,18,(Giảm)/tăng phát hành giấy tờ có giá,(8.758.440),7.718.180,,-8758440.0,7718180.0
21,21,21,Tăng/(giảm) khác về nợ hoạt động,80.200,(115.628),,80200.0,-115628.0
1,1,1,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANII,116.737,7.848.316,,116737.0,7848316.0
