row_label_raw,row_label_full,col_0,col_1,2020Triệu VND,2019Triệu VND,numeric__col_1,numeric__2020Triệu VND,numeric__2019Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(177.287),(51.516),,-177287.0,-51516.0
07,07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",(1.300),-,,-1300.0,
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",10.152,77.000,,10152.0,77000.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",14.911,4.932,,14911.0,4932.0
II,II,II,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,(153.524),30.416,,-153524.0,30416.0
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01,01,01,Tăng vốn cổ phần từ phát hành cổ phiếu,1.406.782,1.681.000,,1406782.0,1681000.0
III,III,III,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,1.406.782,1.681.000,,1406782.0,1681000.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,1.369.995,9.559.732,,1369995.0,9559732.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,28.656.708,19.096.976,,28656708.0,19096976.0
VII,VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM (THUYẾT MÍNH 34),30.026.703,28.656.708,,30026703.0,28656708.0
