row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty TNHH MTV Quản lý nợ và Khai tác tài sản SeABank,Công ty TNHH MTV Quản lý nợ và Khai tác tài sản SeABank,Công ty TNHH MTV Quản lý nợ và Khai tác tài sản SeABank,Công ty con,
Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,Công ty con,
Công ty TNHH Khách sạn Nhà Hát,Công ty TNHH Khách sạn Nhà Hát,Công ty TNHH Khách sạn Nhà Hát,Cùng thành viên HDQT,
Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Cùng thành viên HDQT,
Công ty Cổ phần Thăng I.ong GTC,Công ty Cổ phần Thăng I.ong GTC,Công ty Cổ phần Thăng I.ong GTC,Cùng thành viên HDQT,
Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Cùng thành viên HDQT,
"Công ty Cổ phần Tập đoàn BRG (""BRG"")","Công ty Cổ phần Tập đoàn BRG (""BRG"")","Công ty Cổ phần Tập đoàn BRG (""BRG"")",Cùng thành viên IIĐQT,
"Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP (""VEAM"")","Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP (""VEAM"")","Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP (""VEAM"")",Cùng thành viên HDQT,
Công ty TNHH MTV Cơ khí Trần Hưng Đạo,Công ty TNHH MTV Cơ khí Trần Hưng Đạo,Công ty TNHH MTV Cơ khí Trần Hưng Đạo,Công ty con của VEAM,
Công ty TNIII MTV Diesel Sông Công,Công ty TNIII MTV Diesel Sông Công,Công ty TNIII MTV Diesel Sông Công,Công ty con của VEAM,
"Công ty Cổ phần Du lịch Dịch vụ Dầu khí Việt Nam Hội đồng Quản trị, Ban Kiểm soát và Ban Giám đốc","Công ty Cổ phần Du lịch Dịch vụ Dầu khí Việt Nam Hội đồng Quản trị, Ban Kiểm soát và Ban Giám đốc","Công ty Cổ phần Du lịch Dịch vụ Dầu khí Việt Nam Hội đồng Quản trị, Ban Kiểm soát và Ban Giám đốc",Công ty con của BRG,
