row_label_raw,row_label_full,col_0,31/12/2020Triệu VND > Giá trị theohợp đồng - gộp,31/12/2020Triệu VND > Tiền gửiký quỹ,31/12/2020Triệu VND > Giá trị theohợp đồng - thuần,31/12/2019Triệu VND > Giá trị theohợp đồng - gộp,31/12/2019Triệu VND > Tiền gửiký quỹ,31/12/2019Triệu VND > Giá trị theohợp đồng - thuần,numeric__31/12/2020Triệu VND > Giá trị theohợp đồng - gộp,numeric__31/12/2020Triệu VND > Tiền gửiký quỹ,numeric__31/12/2020Triệu VND > Giá trị theohợp đồng - thuần,numeric__31/12/2019Triệu VND > Giá trị theohợp đồng - gộp,numeric__31/12/2019Triệu VND > Tiền gửiký quỹ,numeric__31/12/2019Triệu VND > Giá trị theohợp đồng - thuần
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,98.155,(98.155),-,101.349,(74.349),27.000,98155.0,-98155.0,,101349.0,-74349.0,27000.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,,,,,,,,,,,,
▪ Cam kết mua ngoại tệ,Cam kết giao dịch hối đoái > ▪ Cam kết mua ngoại tệ,▪ Cam kết mua ngoại tệ,541.303,-,541.303,3.999.584,-,3.999.584,541303.0,,541303.0,3999584.0,,3999584.0
▪ Cam kết bản ngoại tệ,Cam kết giao dịch hối đoái > ▪ Cam kết bản ngoại tệ,▪ Cam kết bản ngoại tệ,447.726,-,447.726,3.373.657,-,3.373.657,447726.0,,447726.0,3373657.0,,3373657.0
▪ Cam kết mua - giao dịch hoàn đối tiên tệ,Cam kết giao dịch hối đoái > ▪ Cam kết mua - giao dịch hoàn đối tiên tệ,▪ Cam kết mua - giao dịch hoàn đối tiên tệ,30.139.120,-,30.139.120,55.137.961,-,55.137.961,30139120.0,,30139120.0,55137961.0,,55137961.0
▪ Cam kết bản - giao dịch hoàn đối tiên tệ,Cam kết giao dịch hối đoái > ▪ Cam kết bản - giao dịch hoàn đối tiên tệ,▪ Cam kết bản - giao dịch hoàn đối tiên tệ,23.652.400,-,23.652.400,51.524.978,-,51.524.978,23652400.0,,23652400.0,51524978.0,,51524978.0
Cam kết trong nghiệp vụ L/C,Cam kết giao dịch hối đoái > Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,683.086,(25.443),657.643,572.337,(11.783),560.554,683086.0,-25443.0,657643.0,572337.0,-11783.0,560554.0
Bảo lãnh khác,Cam kết giao dịch hối đoái > Bảo lãnh khác,Bảo lãnh khác,2.711.789,(145.382),2.566.407,4.651.062,(133.965),4.517.097,2711789.0,-145382.0,2566407.0,4651062.0,-133965.0,4517097.0
Hợp đồng hoàn đối lãi suất,Cam kết giao dịch hối đoái > Hợp đồng hoàn đối lãi suất,Hợp đồng hoàn đối lãi suất,9.805.803,-,9.805.803,4.987.983,-,4.987.983,9805803.0,,9805803.0,4987983.0,,4987983.0
