row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,%,31/12/2019Triệu VND,%_1,numeric__31/12/2020Triệu VND,numeric__%,numeric__31/12/2019Triệu VND,numeric__%_1
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",20.055.213,"18,45",24.032.883,"24,37",20055213.0,18.45,24032883.0,24.37
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",19.676.065,"18,10",16.330.563,"16,56",19676065.0,18.1,16330563.0,16.56
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,9.452.275,"8,69",9.842.996,"9,98",9452275.0,8.69,9842996.0,9.98
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",8.577.045,"7,89",7.359.612,"7,46",8577045.0,7.89,7359612.0,7.46
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",7.679.934,"7,06",7.285.743,"7,39",7679934.0,7.06,7285743.0,7.39
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",6.586.426,"6,06",5.063.300,"5,13",6586426.0,6.06,5063300.0,5.13
Hoạt động kinh doanh bắt động sản,Hoạt động kinh doanh bắt động sản,Hoạt động kinh doanh bắt động sản,5.875.123,"5,40",4.851.996,"4,92",5875123.0,5.4,4851996.0,4.92
Xây dựng,Xây dựng,Xây dựng,4.893.402,"4,50",3.971.294,"4,03",4893402.0,4.5,3971294.0,4.03
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,3.594.541,"3,31",2.991.103,"3,03",3594541.0,3.31,2991103.0,3.03
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,3.496.134,"3,22",1.707.278,"1,73",3496134.0,3.22,1707278.0,1.73
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",1.173.278,"1,08",2.341.238,"2,37",1173278.0,1.08,2341238.0,2.37
Khai khoáng,Khai khoáng,Khai khoáng,613.528,"0,56",1.468.489,"1,49",613528.0,0.56,1468489.0,1.49
Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,445.664,"0,41",505.323,"0,51",445664.0,0.41,505323.0,0.51
"Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản",386.188,"0,36",807.417,"0,82",386188.0,0.36,807417.0,0.82
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,105.861,"0,10",231.136,"0,23",105861.0,0.1,231136.0,0.23
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,10.157,"0,00",3.359,"0,02",10157.0,0.0,3359.0,0.02
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,16.103.213,"14,81",9.826.508,"9,96",16103213.0,14.81,9826508.0,9.96
,,,108.724.047,"100,00",98.620.238,"100,00",108724047.0,100.0,98620238.0,100.0
