row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Trái phiếu Chính phủ,Chứng khoán nợ > Trái phiếu Chính phủ,Trái phiếu Chính phủ,1.296.581,451.416,1296581.0,451416.0
Trái phiếu do các TCTD trong nước phát hành,Chứng khoán nợ > Trái phiếu do các TCTD trong nước phát hành,Trái phiếu do các TCTD trong nước phát hành,659.570,-,659570.0,
Trái phiếu do các tổ chức kinh tế trong nước phát hành,Chứng khoán nợ > Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,727.508,751.162,727508.0,751162.0
,,,2.683.659,1.202.578,2683659.0,1202578.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,
Dự phòng chung,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng chung,Dự phòng chung,(4.765),(9.451),-4765.0,-9451.0
Dự phòng cụ thể,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng cụ thể,Dự phòng cụ thể,(439),-,-439.0,
,,,(5.204),(9.451),-5204.0,-9451.0
,,,2.678.455,1.193.127,2678455.0,1193127.0
Trạng thái niêm yết tại thời điểm cuối năm như sau:,Trạng thái niêm yết tại thời điểm cuối năm như sau:,Trạng thái niêm yết tại thời điểm cuối năm như sau:,Trạng thái niêm yết tại thời điểm cuối năm như sau:,Trạng thái niêm yết tại thời điểm cuối năm như sau:,,
,,,31/12/2020Triệu VND,31/12/2019Triệu VND,,
Dã niêm yết,Trạng thái niêm yết tại thời điểm cuối năm như sau: > Dã niêm yết,Dã niêm yết,1.597.220,752.056,1597220.0,752056.0
