row_label_raw,row_label_full,col_0,Dự phòng chung cho chứng khoán nợ sản sàng đề bánTriệu VND,Dự phòng cụ thể cho chứng khoán nợ sản sàng đề bánTriệu VND,TổngTriệu VND,numeric__Dự phòng chung cho chứng khoán nợ sản sàng đề bánTriệu VND,numeric__Dự phòng cụ thể cho chứng khoán nợ sản sàng đề bánTriệu VND,numeric__TổngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,9.675,-,9.675,9675.0,,9675.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,22.793,-,22.793,22793.0,,22793.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,32.468,-,32.468,32468.0,,32468.0
