row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2019 Phải trả Triệu VND > 6.230,Số phát sinh trong năm Triệu VND > 32.134,Số đã nộp trong năm Triệu VND > (34.858),31/12/2019 Phải trả Triệu VND > 3.506,numeric__1/1/2019 Phải trả Triệu VND > 6.230,numeric__Số phát sinh trong năm Triệu VND > 32.134,numeric__Số đã nộp trong năm Triệu VND > (34.858),numeric__31/12/2019 Phải trả Triệu VND > 3.506
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,107.874,288.110,(229.611),166.373,107874.0,288110.0,-229611.0,166373.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,3.918,73.832,(72.440),5.310,3918.0,73832.0,-72440.0,5310.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,8.396,(8.396),-,,8396.0,-8396.0,
,,,118.022,402.472,(345.305),175.189,118022.0,402472.0,-345305.0,175189.0
