row_label_raw,row_label_full,col_0,Dự phòngchung chochủng khoànnợ sản sàngđể bánTriệu VND,Dự phòngcụ thể chochủng khoànnợ sản sàngđể bánTriệu VND,TổngTriệu VND,numeric__Dự phòngchung chochủng khoànnợ sản sàngđể bánTriệu VND,numeric__Dự phòngcụ thể chochủng khoànnợ sản sàngđể bánTriệu VND,numeric__TổngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,32.468,-,32.468,32468.0,,32468.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,3.598,1.129,4.727,3598.0,1129.0,4727.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,36.066,1.129,37.195,36066.0,1129.0,37195.0
