row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,36.633.348.187,20.565.753.465,36633348187.0,20565753465.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,28.091.983.965,16.799.990.951,28091983965.0,16799990951.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,7.831.573.532,3.365.710.539,7831573532.0,3365710539.0
Chi phí khác,Chi phí khác,Chi phí khác,709.790.690,400.051.975,709790690.0,400051975.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,24.741.071.598,17.154.957.142,24741071598.0,17154957142.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,10.688.875.845,10.945.779.704,10688875845.0,10945779704.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,10.569.189.736,4.516.230.559,10569189736.0,4516230559.0
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,444.654.858,278.470.453,444654858.0,278470453.0
Chi phí khác,Chi phí khác,Chi phí khác,3.038.351.159,1.414.476.426,3038351159.0,1414476426.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,61.374.419.785,37.720.710.607,61374419785.0,37720710607.0
