row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Doanh thu được chia từ HĐHTKD,21.312.115.878,12.993.236.888,,,21312115878.0,12993236888.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Cổ tức được chia Góp vốn,8.589.473.684,61.200.000.000,,,8589473684.0,61200000000.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Góp vốn theo HĐHTKD,8.160.000.000,58.140.000.000,,,8160000000.0,58140000000.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Góp vốn theo HĐHTKD,5.000.000.000,-,,,5000000000.0,
Đất Xanh Nam Trung Bộ,Đất Xanh Nam Trung Bộ,Đất Xanh Nam Trung Bộ,Công ty con,Cổ tức được chia Góp vốn,20.400.000.000,-,,,20400000000.0,
Đất Xanh Nam Trung Bộ,Đất Xanh Nam Trung Bộ,Đất Xanh Nam Trung Bộ,Công ty con,Cổ tức được chia Góp vốn,19.380.000.000,-,,,19380000000.0,
"Cống ty Cổ phần Bất động sản Miền Bắc (""DXI"")","Cống ty Cổ phần Bất động sản Miền Bắc (""DXI"")","Cống ty Cổ phần Bất động sản Miền Bắc (""DXI"")",Công ty trong cùng tập đoàn,Doanh thu môi giới,56.407.363.637,-,,,56407363637.0,
Đất Xanh Premium,Đất Xanh Premium,Đất Xanh Premium,Công ty con,Phí dịch vụ môi giới,10.655.325.625,-,,,10655325625.0,
Đất Xanh Miền Đông,Đất Xanh Miền Đông,Đất Xanh Miền Đông,Công ty con,Phí dịch vụ môi giới Góp vốn,8.912.794.983,-,,,8912794983.0,
Đất Xanh Miền Đông,Đất Xanh Miền Đông,Đất Xanh Miền Đông,Công ty con,Phí dịch vụ môi giới Góp vốn,-,10.200.000.000,,,,10200000000.0
Bất động sản Tulip,Bất động sản Tulip,Bất động sản Tulip,Công ty con,Góp vốn,7.800.000.000,-,,,7800000000.0,
Đất Xanh Nam Bộ,Đất Xanh Nam Bộ,Đất Xanh Nam Bộ,Công ty con,Phí dịch vụ môi giới,2.328.993.266,-,,,2328993266.0,
Đất Xanh Plus,Đất Xanh Plus,Đất Xanh Plus,Công ty con,Góp vốn,2.750.000.000,-,,,2750000000.0,
Công Nghệ BĐS,Công Nghệ BĐS,Công Nghệ BĐS,Công ty con,Cho vay,-,6.000.000.000,,,,6000000000.0
Công nghệ thông tin Bất động sản,Công nghệ thông tin Bất động sản,Công nghệ thông tin Bất động sản,Công ty con,Cho vay Góp vốn,802.000.000,1.650.000.000,,,802000000.0,1650000000.0
Công nghệ thông tin Bất động sản,Công nghệ thông tin Bất động sản,Công nghệ thông tin Bất động sản,Công ty con,Cho vay Góp vốn,-,5.000.000.000,,,,5000000000.0
Công ty Cổ phần Vicco-Sài gòn,Công ty Cổ phần Vicco-Sài gòn,Công ty Cổ phần Vicco-Sài gòn,Công ty trong cùng tập đoàn,Phí thuê văn phòng,4.918.301.370,-,,,4918301370.0,
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,Cổ đông,Mua cổ phần Nhận góp vốn Cổ tức,374.499.021.445,-,,,374499021445.0,
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,Cổ đông,Mua cổ phần Nhận góp vốn Cổ tức,374.498.948.677,-,,,374498948677.0,
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,Cổ đông,Mua cổ phần Nhận góp vốn Cổ tức,42.384.000.000,-,,,42384000000.0,
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Cổ đông,Mua cổ phần Nhận góp vốn Cổ tức,100.389.408.908,-,,,100389408908.0,
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Cổ đông,Mua cổ phần Nhận góp vốn Cổ tức,100.389.370.680,-,,,100389370680.0,
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Cổ đông,Mua cổ phần Nhận góp vốn Cổ tức,7.947.000.000,-,,,7947000000.0,
Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Cổ đông,Nhận góp vốn Mua cổ phần,59.999.448.981,-,,,59999448981.0,
Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Cổ đông,Nhận góp vốn Mua cổ phần,58.176.764.780,-,,,58176764780.0,
