row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,1.209.930.258.785,906.857.080.882,,,1209930258785.0,906857080882.0
01,01,01,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,1.209.930.258.785,906.857.080.882,,,1209930258785.0,906857080882.0
02,02,02,Khấu hao và hao mòn tài sản cố định,18.2,794.118.844,234.458.853,,182.0,794118844.0,234458853.0
03,03,03,Dự phòng,18.2,7.049.641.960,(85.643.977),,182.0,7049641960.0,-85643977.0
05,05,05,Lãi từ hoạt động đầu tư,18.2,(421.414.520.912),(359.649.584.825),,182.0,-421414520912.0,-359649584825.0
06,06,06,Chi phí lãi vay,18.2,106.027.397,-,,182.0,106027397.0,
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,796.465.526.074,547.356.310.933,,,796465526074.0,547356310933.0
09,09,09,Tăng các khoản phải thu,,(833.757.682.846),(1.270.740.784.248),,,-833757682846.0,-1270740784248.0
10,10,10,Tăng hàng tồn kho,,(237.676.248),(583.683.384),,,-237676248.0,-583683384.0
11,11,11,Tăng các khoản phải trả,,1.589.212.303.993,98.532.090.088,,,1589212303993.0,98532090088.0
12,12,12,Tăng chi phí trả trước,,(20.186.784.831),(1.127.180.486),,,-20186784831.0,-1127180486.0
14,14,14,Tiền lãi vay đã trả,,(106.027.397),-,,,-106027397.0,
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,14,(131.084.650.459),(1.096.910.032),,14.0,-131084650459.0,-1096910032.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(2.958.832.091),(1.531.353.901),,,-2958832091.0,-1531353901.0
20,20,20,Lưu chuyển tiền thuần từ (sử dụng vào) hoạt động kinh doanh,,1.397.346.176.195,(629.191.511.030),,,1397346176195.0,-629191511030.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,,,,
21,21,21,Tiền chi để mua sắm tài sản cố định,,(13.543.112.734),(11.442.014.834),,,-13543112734.0,-11442014834.0
23,23,23,Tiền chi cho vay và tiền gửi ngân hàng,,(487.802.000.000),(255.412.400.000),,,-487802000000.0,-255412400000.0
24,24,24,Tiền thu hồi cho vay và tiền gửi ngân hàng,,657.460.000.000,72.302.400.000,,,657460000000.0,72302400000.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(1.505.829.109.233),(392.938.744.550),,,-1505829109233.0,-392938744550.0
26,26,26,Tiền thu từ thanh lý khoản đầu tư,,-,174.924.690.000,,,,174924690000.0
27,27,27,"Tiền thu lãi tiền gửi, cổ tức",,400.821.363.724,245.519.285.679,,,400821363724.0,245519285679.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(948.892.858.243),(167.046.783.705),,,-948892858243.0,-167046783705.0
,,,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,Tiền thu từ phát hành cố phiếu,,565.393.392.475,1.596.405.520.000,,,565393392475.0,1596405520000.0
33,33,33,Tiền thu từ đi vay,,5.000.000.000,-,,,5000000000.0,
34,34,34,Tiền trả nợ gốc vay,,(5.000.000.000),-,,,-5000000000.0,
36,36,36,Cổ tức đã trả,17.3,(531.928.431.909),(743.757.659.098),,173.0,-531928431909.0,-743757659098.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,33.464.960.566,852.647.860.902,,,33464960566.0,852647860902.0
