row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Ký quỹ cho các hợp đồng tiếp thị và phân phối dự án bất động sản,Ngắn hạn > Ký quỹ cho các hợp đồng tiếp thị và phân phối dự án bất động sản,Ký quỹ cho các hợp đồng tiếp thị và phân phối dự án bất động sản,1.330.332.257.533,-,1330332257533.0,
- Gem Sky World,Ngắn hạn > - Gem Sky World,- Gem Sky World,805.200.000.000,-,805200000000.0,
- Opal Skyline,Ngắn hạn > - Opal Skyline,- Opal Skyline,245.250.000.000,-,245250000000.0,
- Charm Plaza II,Ngắn hạn > - Charm Plaza II,- Charm Plaza II,182.382.257.533,-,182382257533.0,
- Gem Riverside,Ngắn hạn > - Gem Riverside,- Gem Riverside,91.000.000.000,-,91000000000.0,
- Khác,Ngắn hạn > - Khác,- Khác,6.500.000.000,-,6500000000.0,
Tạm hoàn ứng cho chủ đầu tư,Ngắn hạn > Tạm hoàn ứng cho chủ đầu tư,Tạm hoàn ứng cho chủ đầu tư,586.750.000.000,-,586750000000.0,
"Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (*)","Ngắn hạn > Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (*)","Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (*)",45.000.000.000,782.535.829.600,45000000000.0,782535829600.0
Cổ tức,Ngắn hạn > Cổ tức,Cổ tức,26.342.468.421,10.863.000.000,26342468421.0,10863000000.0
Ứng trước tiền sử dụng đất nhà ở xã hội dự án Khu dân cư Gold Hill,Ngắn hạn > Ứng trước tiền sử dụng đất nhà ở xã hội dự án Khu dân cư Gold Hill,Ứng trước tiền sử dụng đất nhà ở xã hội dự án Khu dân cư Gold Hill,15.000.000.000,15.000.000.000,15000000000.0,15000000000.0
Lãi cho vay,Ngắn hạn > Lãi cho vay,Lãi cho vay,8.915.497.913,3.801.809.146,8915497913.0,3801809146.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,2.404.587.469,2.020.203.652,2404587469.0,2020203652.0
Khác,Ngắn hạn > Khác,Khác,4.550.036.825,4.239.602.040,4550036825.0,4239602040.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,2.019.294.848.161,818.460.444.438,2019294848161.0,818460444438.0
Trong đó: Phải thu bên liên quan (Thuyết minh số 22),Ngắn hạn > Trong đó: Phải thu bên liên quan (Thuyết minh số 22),Trong đó: Phải thu bên liên quan (Thuyết minh số 22),1.994.156.593.109,216.860.410.996,1994156593109.0,216860410996.0
Phải thu bên khác,Ngắn hạn > Phải thu bên khác,Phải thu bên khác,25.138.255.052,601.600.033.442,25138255052.0,601600033442.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Vốn góp theo các HĐHTKD (*),Dài hạn > Vốn góp theo các HĐHTKD (*),Vốn góp theo các HĐHTKD (*),-,376.932.859.350,,376932859350.0
"Ký quỹ, ký cược","Dài hạn > Ký quỹ, ký cược","Ký quỹ, ký cược",755.578.774,621.000.000,755578774.0,621000000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,755.578.774,377.553.859.350,755578774.0,377553859350.0
Trong đó: Phải thu bên liên quan (Thuyết minh số 22),Dài hạn > Trong đó: Phải thu bên liên quan (Thuyết minh số 22),Trong đó: Phải thu bên liên quan (Thuyết minh số 22),-,376.932.859.350,,376932859350.0
Phải thu bên khác,Dài hạn > Phải thu bên khác,Phải thu bên khác,755.578.774,621.000.000,755578774.0,621000000.0
