row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Nhận chuyển nhượng dự án,158.128.975.466,-,,,158128975466.0,
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Nhận hoàn vốn theo HĐHTKD,128.849.066.000,81.686.201.000,,,128849066000.0,81686201000.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Doanh thu được chia từ HĐHTKD,76.251.876.101,35.525.742.727,,,76251876101.0,35525742727.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Cổ tức được chia Góp vốn,23.103.000.000,56.100.000.000,,,23103000000.0,56100000000.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Nhận chuyển nhượng cổ phần,21.947.850.000,125.970.000.000,,,21947850000.0,125970000000.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,,-,36.956.744.550,,,,36956744550.0
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Cổ tức được chia Góp vốn,294.047.600.000,107.800.000.000,,,294047600000.0,107800000000.0
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Nhận hoàn vốn theo HĐHTKD,279.345.000.000,102.410.000.000,,,279345000000.0,102410000000.0
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Doanh thu môi giới,67.326.763.600,-,,,67326763600.0,
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Doanh thu được chia từ HĐHTKD,56.210.868.636,-,,,56210868636.0,
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,,13.835.505.060,6.919.032.543,,,13835505060.0,6919032543.0
"Công ty Cổ phần Kinh doanh Bất động sản Hà An (""Hà An"")","Công ty Cổ phần Kinh doanh Bất động sản Hà An (""Hà An"")","Công ty Cổ phần Kinh doanh Bất động sản Hà An (""Hà An"")",Công ty trong cùng tập đoàn,Ký quỹ môi giới,1.141.450.000.000,-,,,1141450000000.0,
"Công ty Cổ phần Kinh doanh Bất động sản Hà An (""Hà An"")","Công ty Cổ phần Kinh doanh Bất động sản Hà An (""Hà An"")","Công ty Cổ phần Kinh doanh Bất động sản Hà An (""Hà An"")",Công ty trong cùng tập đoàn,Tạm hoàn ứng cho chủ đầu tư,586.750.000.000,-,,,586750000000.0,
"Công ty Cổ phần Kinh doanh Bất động sản Hà An (""Hà An"")","Công ty Cổ phần Kinh doanh Bất động sản Hà An (""Hà An"")","Công ty Cổ phần Kinh doanh Bất động sản Hà An (""Hà An"")",Công ty trong cùng tập đoàn,Doanh thu từ dịch vụ môi giới,466.137.497.972,-,,,466137497972.0,
"Công ty Cổ phần Kinh doanh Bất động sản Hà An (""Hà An"")","Công ty Cổ phần Kinh doanh Bất động sản Hà An (""Hà An"")","Công ty Cổ phần Kinh doanh Bất động sản Hà An (""Hà An"")",Công ty trong cùng tập đoàn,Lãi cho vay,8.232.328.767,-,,,8232328767.0,
LinkGroup,LinkGroup,LinkGroup,Công ty con,Doanh thu được chia từ HĐHTKD,19.085.042.754,-,,,19085042754.0,
Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Cổ tức được chia Góp vốn,59.726.368.421,21.420.000.000,,,59726368421.0,21420000000.0
Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Phí dịch vụ môi giới,56.740.050.000,54.264.000.000,,,56740050000.0,54264000000.0
Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,,7.191.401.499,-,,,7191401499.0,
"Công ty TNHH Charm & CI Việt Nam (""Charm &CI"")","Công ty TNHH Charm & CI Việt Nam (""Charm &CI"")","Công ty TNHH Charm & CI Việt Nam (""Charm &CI"")",Công ty trong cùng tập đoàn,Ký quỹ môi giới,182.382.257.533,-,,,182382257533.0,
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Doanh thu được chia từ HĐHTKD,39.781.261.181,-,,,39781261181.0,
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Phí dịch vụ môi giới,31.251.344.035,-,,,31251344035.0,
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Doanh thu môi giới,1.850.421.130,1.536.327.344,,,1850421130.0,1536327344.0
