row_label_raw,row_label_full,Mr Nguyen Van Dung,Chairman,numeric__Chairman
Mr Kenji Nakanishi,Mr Kenji Nakanishi,Mr Kenji Nakanishi,Member,
Mr Nguyen Diep Tung,Mr Nguyen Diep Tung,Mr Nguyen Diep Tung,Member,
Mr Do Son Giang,Mr Do Son Giang,Mr Do Son Giang,Member,
Mr Tran Thanh Tung,Mr Tran Thanh Tung,Mr Tran Thanh Tung,Member,
