row_label_raw,row_label_full,Items,House and architectural works,Means of transport,Machinery and tools,Equipment and management tools,Total,numeric__House and architectural works,numeric__Means of transport,numeric__Machinery and tools,numeric__Equipment and management tools,numeric__Total
Cost of tangible fixed assets,Cost of tangible fixed assets,Cost of tangible fixed assets,,,,,,,,,,
"Opening balance- Purchase in the period- Completedconstruction investment- Other increase- Move to investmentreal estate- Liquidation, sale- Other decreases","Cost of tangible fixed assets > Opening balance- Purchase in the period- Completedconstruction investment- Other increase- Move to investmentreal estate- Liquidation, sale- Other decreases","Opening balance- Purchase in the period- Completedconstruction investment- Other increase- Move to investmentreal estate- Liquidation, sale- Other decreases",168.659.560.363,1.659.266.200,2.323.000.000,89.532.471.4505.745.103.400,262.174.298.0135.745.103.400,168659560363.0,1659266200.0,2323000000.0,8.953247145057451e+20,2.621742980135745e+21
Ending balanceAccumulated,Cost of tangible fixed assets > Ending balanceAccumulated,Ending balanceAccumulated,168.659.560.363,1.659.266.200,2.323.000.000,4.081.428.19491.196.146.656,4.081.428.194263.837.973.219,168659560363.0,1659266200.0,2323000000.0,4.081428194911962e+20,4.081428194263838e+21
Opening balance- Depreciation in theperiod- Other increases- Move to investmentreal estate,Cost of tangible fixed assets > Opening balance- Depreciation in theperiod- Other increases- Move to investmentreal estate,Opening balance- Depreciation in theperiod- Other increases- Move to investmentreal estate,55.921.270.6086.745.003.218,1.659.266.200,2.323.000.000,79.905.376.3128.244.321.278,139.808.913.12014.989.324.496,5.59212706086745e+20,1659266200.0,2323000000.0,7.990537631282443e+20,1.3980891312014989e+22
"- Liquidation, sale- Other decreases","Cost of tangible fixed assets > - Liquidation, sale- Other decreases","- Liquidation, sale- Other decreases",,,,4.063.899.790,4.063.899.790,,,,4063899790.0,4063899790.0
Ending balanceRemaining value oftangible fixed assets,Cost of tangible fixed assets > Ending balanceRemaining value oftangible fixed assets,Ending balanceRemaining value oftangible fixed assets,62.666.273.826,1.659.266.200,2.323.000.000,84.085.797.800,150.734.337.826,62666273826.0,1659266200.0,2323000000.0,84085797800.0,150734337826.0
- At the begin of theperiod,Cost of tangible fixed assets > - At the begin of theperiod,- At the begin of theperiod,112.738.289.755,,,9.627.095.138,122.365.384.893,112738289755.0,,,9627095138.0,122365384893.0
- At the end of theperiod,Cost of tangible fixed assets > - At the end of theperiod,- At the end of theperiod,105.993.286.537,,,7.110.348.856,113.103.635.393,105993286537.0,,,7110348856.0,113103635393.0
Evaluation under fairvalue,Evaluation under fairvalue,Evaluation under fairvalue,,,,,,,,,,
