row_label_raw,row_label_full,1. Realized profits accumulated has not distributed yet,573.193.957.927,1.163.209.696.838,numeric__573.193.957.927,numeric__1.163.209.696.838
2. Unrealized losses at the end of the year,2. Unrealized losses at the end of the year,2. Unrealized losses at the end of the year,,,,
3. Realized profit/loss in the year,2. Unrealized losses at the end of the year > 3. Realized profit/loss in the year,3. Realized profit/loss in the year,503.365.274.477,416.812.204.390,503365274477.0,416812204390.0
4. Base profit to distribute to shareholders or capital contributing member (4) = (1+2+3),2. Unrealized losses at the end of the year > 4. Base profit to distribute to shareholders or capital contributing member (4) = (1+2+3),4. Base profit to distribute to shareholders or capital contributing member (4) = (1+2+3),1.076.559.232.404,1.580.021.901.228,1076559232404.0,1580021901228.0
5. Funds distribution,2. Unrealized losses at the end of the year > 5. Funds distribution,5. Funds distribution,41.681.220.439,41.301.159.801,41681220439.0,41301159801.0
5.1. Charter reserve fund,5.1. Charter reserve fund,5.1. Charter reserve fund,,,,
5.2. Financial reserve fund and operational risk,5.2. Financial reserve fund and operational risk,5.2. Financial reserve fund and operational risk,,,,
5.3. Bonus and welfare funds,5.2. Financial reserve fund and operational risk > 5.3. Bonus and welfare funds,5.3. Bonus and welfare funds,41.681.220.439,41.301.159.801,41681220439.0,41301159801.0
6. Distributed profit to shareholders or capital contributing members in the year according to Resolution of Annual General Meeting,5.2. Financial reserve fund and operational risk > 6. Distributed profit to shareholders or capital contributing members in the year according to Resolution of Annual General Meeting,6. Distributed profit to shareholders or capital contributing members in the year according to Resolution of Annual General Meeting,458.862.113.000,965.526.783.500,458862113000.0,965526783500.0
