row_label_raw,row_label_full,Tài sản FVTPL,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý
"Cổ phiếu niêm yết, đăng ký GD","Cổ phiếu niêm yết, đăng ký GD","Cổ phiếu niêm yết, đăng ký GD",12.039.250.985,390.926.985.144,14.571.814.929,500.070.548.743,12039250985.0,390926985144.0,14571814929.0,500070548743.0
Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,2.025.968.404,2.025.968.404,2.024.075.904,2.024.075.904,2025968404.0,2025968404.0,2024075904.0,2024075904.0
Trái phiếu (*),Trái phiếu (*),Trái phiếu (*),1.989.652.500.000,1.989.652.500.000,679.940.500.000,679.940.500.000,1989652500000.0,1989652500000.0,679940500000.0,679940500000.0
"Tiền gửi có kỳ hạn có định, chứng chỉ tiền gửi (**)","Tiền gửi có kỳ hạn có định, chứng chỉ tiền gửi (**)","Tiền gửi có kỳ hạn có định, chứng chỉ tiền gửi (**)",126.181.703.742,126.181.703.742,732.000.000.000,732.000.000.000,126181703742.0,126181703742.0,732000000000.0,732000000000.0
Cộng,Cộng,Cộng,2.129.899.423.131,2.508.787.157.290,1.428.536.390.833,1.914.035.124.647,2129899423131.0,2508787157290.0,1428536390833.0,1914035124647.0
