row_label_raw,row_label_full,STT,Chi tiết thu nhập khác,Năm nay,Năm trước,numeric__Chi tiết thu nhập khác,numeric__Năm nay,numeric__Năm trước
1,1,1,Thu nhập từ thanh lý TSCĐ,91.902.089,57.407.407,,91902089.0,57407407.0
2,2,2,Doanh thu bán Token card,155.804.330,94.436.460,,155804330.0,94436460.0
3,3,3,Thu nhập từ phí c.tiền của NDT,1.478.264.161,1.368.314.737,,1478264161.0,1368314737.0
4,4,4,Thu nhập khác,68.185.538.876,56.581.588.988,,68185538876.0,56581588988.0
,,,Cộng,69.911.509.456,58.101.747.592,,69911509456.0,58101747592.0
