row_label_raw,row_label_full,STT,Các bên liên quan,Giao dịch,Số đầu kỳ,Tăng trong năm,Giảm trong năm,Số cuối năm,numeric__Các bên liên quan,numeric__Giao dịch,numeric__Số đầu kỳ,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Số cuối năm
b.1 Phải thu (Doanh thu),b.1 Phải thu (Doanh thu),b.1 Phải thu (Doanh thu),b.1 Phải thu (Doanh thu),,,48.911.656.716,48.911.656.716,,,,,48911656716.0,48911656716.0,
1,1,1,"SBI FINANCIAL SERVICES CO., LTD","Thu Phí lưu ký, phí chuyển tiền",,50.759.614,50.759.614,,,,,50759614.0,50759614.0,
2,2,2,Công ty CP FPT,Cung cấp dịch vụ tư vấn công bố thông tin và cung cấp công Quan hệ nhà đầu tư trực tuyến EzIR; Dịch vụ trả hộ cổ tức; Dịch vụ quản lý cổ đông chưa tái lưu ký,,90.897.102,90.897.102,,,,,90897102.0,90897102.0,
3,3,3,Công ty CP May Sông Hồng (Bên liên quan từ ngày 23/07/2025),Dịch vụ tư vấn tài chính doanh nghiệp,,770.000.000,770.000.000,,,,,770000000.0,770000000.0,
3,3,3,Công ty CP May Sông Hồng (Bên liên quan từ ngày 23/07/2025),Nhận cổ tức bằng tiền mặt,,48.000.000.000,48.000.000.000,,,,,48000000000.0,48000000000.0,
b.2 Phải thu (Trả trước cho nhà cung cấp),b.2 Phải thu (Trả trước cho nhà cung cấp),b.2 Phải thu (Trả trước cho nhà cung cấp),b.2 Phải thu (Trả trước cho nhà cung cấp),,,608.403.960,,608.403.960,,,,608403960.0,,608403960.0
1,1,1,Công ty TNHH FPT IS,Trả trước cho người bán,,608.403.960,,608.403.960,,,,608403960.0,,608403960.0
b.3 Phải trả (Chỉ phí),b.3 Phải trả (Chỉ phí),b.3 Phải trả (Chỉ phí),b.3 Phải trả (Chỉ phí),,,3.565.594.040,3.565.594.040,,,,,3565594040.0,3565594040.0,
1,1,1,Công ty TNHH FPT IS,"Mua thiết bị tin học, dịch vụ bảo hành, dịch vụ tin học",,3.565.594.040,3.565.594.040,,,,,3565594040.0,3565594040.0,
