row_label_raw,row_label_full,No.,Related parties,Transactions,Opening balance,Increase,Decrease,Ending balance,numeric__Related parties,numeric__Transactions,numeric__Opening balance,numeric__Increase,numeric__Decrease,numeric__Ending balance
b.1 Receivables (Revenue),b.1 Receivables (Revenue),b.1 Receivables (Revenue),b.1 Receivables (Revenue),,,48.911.656.716,48.911.656.716,,,,,48911656716.0,48911656716.0,
1,1,1,"SBI FINANCIAL SERVICES CO., LTD","Custody fee, Transfer fee",,50.759.614,50.759.614,,,,,50759614.0,50759614.0,
2,2,2,FPT Corporation,Provision of information disclosure consulting services and the EzIR online Investor Relations portal; dividend payment services on behalf of the company; management services for shareholders who have not yet re- deposited their shares,,90.897.102,90.897.102,,,,,90897102.0,90897102.0,
3,3,3,Song Hong Garment JSC (Related party from 23/07/2025),Corporate financial advisory services,,770.000.000,770.000.000,,,,,770000000.0,770000000.0,
3,3,3,Song Hong Garment JSC (Related party from 23/07/2025),Receive cash dividends,,48.000.000.000,48.000.000.000,,,,,48000000000.0,48000000000.0,
b.2 Advance to payables,b.2 Advance to payables,b.2 Advance to payables,b.2 Advance to payables,,,608.403.960,,608.403.960,,,,608403960.0,,608403960.0
1,1,1,"FPT IS Co., Ltd",Advances to suppliers,,608.403.960,,608.403.960,,,,608403960.0,,608403960.0
b.3 Payables (Expense),b.3 Payables (Expense),b.3 Payables (Expense),b.3 Payables (Expense),,,3.565.594.040,3.565.594.040,,,,,3565594040.0,3565594040.0,
1,1,1,"FPT IS Co., Ltd","Purchase of IT equipment, warranty services, and IT services.",,3.565.594.040,3.565.594.040,,,,,3565594040.0,3565594040.0,
