row_label_raw,row_label_full,A. 7.4. Dự phòng suy giảm giá trị tài sản tài chính và tài sản nhận thế chấp,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Dự phòng giảm giá tài sản tài chính,Dự phòng giảm giá tài sản tài chính,Dự phòng giảm giá tài sản tài chính,,,,
Dự phòng suy giảm - Cho vay hoạt động ký quỹ,Dự phòng giảm giá tài sản tài chính > Dự phòng suy giảm - Cho vay hoạt động ký quỹ,Dự phòng suy giảm - Cho vay hoạt động ký quỹ,(10.885.616.176),(10.885.616.176),-10885616176.0,-10885616176.0
Cộng,Dự phòng giảm giá tài sản tài chính > Cộng,Cộng,(10.885.616.176),(10.885.616.176),-10885616176.0,-10885616176.0
A. 7.5. Các khoản phải thu,A. 7.5. Các khoản phải thu,A. 7.5. Các khoản phải thu,Số cuối năm,Số đầu năm,,
"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư","A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư","A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư",,,,
- Phải thu tiền lãi - giao dịch ứng trước tiền bán CK của nhà đầu tư,"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư > - Phải thu tiền lãi - giao dịch ứng trước tiền bán CK của nhà đầu tư",- Phải thu tiền lãi - giao dịch ứng trước tiền bán CK của nhà đầu tư,305.030.975,72.835.969,305030975.0,72835969.0
"- Dự thu phí giao dịch ký quỹ, lãi trái phiếu và lãi các khoản tiền gửi có kỳ hạn","A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư > - Dự thu phí giao dịch ký quỹ, lãi trái phiếu và lãi các khoản tiền gửi có kỳ hạn","- Dự thu phí giao dịch ký quỹ, lãi trái phiếu và lãi các khoản tiền gửi có kỳ hạn",82.389.754.277,32.291.109.105,82389754277.0,32291109105.0
Cộng,"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư > Cộng",Cộng,82.694.785.252,32.363.945.074,82694785252.0,32363945074.0
A. 7.5.2. Phải thu các dịch vụ CTCK cung cấp,"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư > A. 7.5.2. Phải thu các dịch vụ CTCK cung cấp",A. 7.5.2. Phải thu các dịch vụ CTCK cung cấp,2.015.523.494,2.257.938.624,2015523494.0,2257938624.0
7.5.2.1 Phải thu phí môi giới chứng khoán qua các Sở GD,"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư > 7.5.2.1 Phải thu phí môi giới chứng khoán qua các Sở GD",7.5.2.1 Phải thu phí môi giới chứng khoán qua các Sở GD,668.927.397,424.805.721,668927397.0,424805721.0
7.5.2.2 Phải thu phí môi giới chứng khoán không qua các Sở GD,7.5.2.2 Phải thu phí môi giới chứng khoán không qua các Sở GD,7.5.2.2 Phải thu phí môi giới chứng khoán không qua các Sở GD,,,,
7.5.2.3 Phải thu hoạt động tư vấn đầu tư CK,7.5.2.3 Phải thu hoạt động tư vấn đầu tư CK,7.5.2.3 Phải thu hoạt động tư vấn đầu tư CK,,,,
7.5.2.4 Phải thu hoạt động tư vấn khác,7.5.2.3 Phải thu hoạt động tư vấn đầu tư CK > 7.5.2.4 Phải thu hoạt động tư vấn khác,7.5.2.4 Phải thu hoạt động tư vấn khác,1.325.824.000,1.544.050.000,1325824000.0,1544050000.0
7.5.2.5 Phải thu hoạt động lưu ký chứng khoán,7.5.2.3 Phải thu hoạt động tư vấn đầu tư CK > 7.5.2.5 Phải thu hoạt động lưu ký chứng khoán,7.5.2.5 Phải thu hoạt động lưu ký chứng khoán,18.596.414,10.185.672,18596414.0,10185672.0
7.5.2.6 Phải thu dịch vụ khác,7.5.2.3 Phải thu hoạt động tư vấn đầu tư CK > 7.5.2.6 Phải thu dịch vụ khác,7.5.2.6 Phải thu dịch vụ khác,2.175.683,278.897.231,2175683.0,278897231.0
A. 7.5.3. Phải thu về lỗi giao dịch chứng khoán,A. 7.5.3. Phải thu về lỗi giao dịch chứng khoán,A. 7.5.3. Phải thu về lỗi giao dịch chứng khoán,,,,
A. 7.5.4. Phải thu khác,A. 7.5.3. Phải thu về lỗi giao dịch chứng khoán > A. 7.5.4. Phải thu khác,A. 7.5.4. Phải thu khác,1.551.836.664,1.060.292.143,1551836664.0,1060292143.0
