row_label_raw,row_label_full,STT,Chi tiết chi phí thuế TNDN,Năm nay,Năm trước,numeric__Chi tiết chi phí thuế TNDN,numeric__Năm nay,numeric__Năm trước
1,1,1,Chi phí thuế thu nhập CTCK hiện hành,,,,,
1.1,1 > 1.1,1.1,- Chi phí thuế thu nhập CTCK tính trên thu nhập chịu thuế năm hiện hành,113.866.941.113,95.854.572.808,,113866941113.0,95854572808.0
1.2,1 > 1.2,1.2,- Điều chỉnh chi phí Thuế thu nhập CTCK của các năm trước vào chi phí Thuế thu nhập hiện hành năm nay,72.364.890,1.200.000,,72364890.0,1200000.0
1.3,1 > 1.3,1.3,- Tổng chi phí thuế thu nhập CTCK hiện hành,113.939.306.003,95.855.772.808,,113939306003.0,95855772808.0
2,2,2,Chi phí thuế thu nhập CTCK hoãn lại,,,,,
