row_label_raw,row_label_full,Name,Title,This year > Quantity,This year > Value (VND),Previous year > Quantity,Previous year > Value (VND),numeric__Title,numeric__This year > Quantity,numeric__This year > Value (VND),numeric__Previous year > Quantity,numeric__Previous year > Value (VND)
Mr. Nguyen Diep Tung,Mr. Nguyen Diep Tung,Mr. Nguyen Diep Tung,General Director,161.100,1.611.000.000,160.150,1.601.500.000,,161100.0,1611000000.0,160150.0,1601500000.0
Mr. Nguyen Van Dung,Mr. Nguyen Van Dung,Mr. Nguyen Van Dung,Deputy General Director,529.600,5.296.000.000,154.100,1.541.000.000,,529600.0,5296000000.0,154100.0,1541000000.0
Ms. Nguyen Thi Thu Huong,Ms. Nguyen Thi Thu Huong,Ms. Nguyen Thi Thu Huong,Deputy General Director,534.900,5.349.000.000,324.300,3.243.000.000,,534900.0,5349000000.0,324300.0,3243000000.0
Ms. Trinh Thanh Hang,Ms. Trinh Thanh Hang,Ms. Trinh Thanh Hang,Person authorized to disclose information,209.800,2.098.000.000,110.700,1.107.000.000,,209800.0,2098000000.0,110700.0,1107000000.0
