row_label_raw,row_label_full,FVTPL assets,Ending balance,Ending balance_1,Opening balance,Opening balance_1,numeric__Ending balance,numeric__Ending balance_1,numeric__Opening balance,numeric__Opening balance_1
FVTPL assets,FVTPL assets,FVTPL assets,Cost,Reasonable cost,Cost,Reasonable cost,,,,
"Listed shares, registered for trading","FVTPL assets > Listed shares, registered for trading","Listed shares, registered for trading",12.039.250.985,390.926.985.144,14.571.814.929,500.070.548.743,12039250985.0,390926985144.0,14571814929.0,500070548743.0
Unlisted shares,FVTPL assets > Unlisted shares,Unlisted shares,2.025.968.404,2.025.968.404,2.024.075.904,2.024.075.904,2025968404.0,2025968404.0,2024075904.0,2024075904.0
Bonds (*),FVTPL assets > Bonds (*),Bonds (*),1.989.652.500.000,1.989.652.500.000,679.940.500.000,679.940.500.000,1989652500000.0,1989652500000.0,679940500000.0,679940500000.0
"Fixed term deposits, certificate of deposit (**)","FVTPL assets > Fixed term deposits, certificate of deposit (**)","Fixed term deposits, certificate of deposit (**)",126.181.703.742,126.181.703.742,732.000.000.000,732.000.000.000,126181703742.0,126181703742.0,732000000000.0,732000000000.0
Total,FVTPL assets > Total,Total,2.129.899.423.131,2.508.787.157.290,1.428.536.390.833,1.914.035.124.647,2129899423131.0,2508787157290.0,1428536390833.0,1914035124647.0
