row_label_raw,row_label_full,Ông Nguyễn Văn Dũng,Chủ tịch,numeric__Chủ tịch
Ông Kenji Nakanishi,Ông Kenji Nakanishi,Ông Kenji Nakanishi,Thành viên,
Ông Nguyễn Điệp Tùng,Ông Nguyễn Điệp Tùng,Ông Nguyễn Điệp Tùng,Thành viên,
Ông Đỗ Sơn Giang,Ông Đỗ Sơn Giang,Ông Đỗ Sơn Giang,Thành viên,
Ông Trần Thanh Tùng,Ông Trần Thanh Tùng,Ông Trần Thanh Tùng,Thành viên,
