row_label_raw,row_label_full,Chỉ tiêu,Mã Số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã Số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
7. Tiền gửi của khách hàng,7. Tiền gửi của khách hàng,7. Tiền gửi của khách hàng,026,,3.385.534.016.503,2.775.500.118.801,26.0,,3385534016503.0,2775500118801.0
7.1. Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,7.1. Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,7.1. Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,027,A.7.19,3.383.373.905.203,2.773.603.471.001,27.0,,3383373905203.0,2773603471001.0
7.2. Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,7.2. Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,7.2. Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,028,,,,28.0,,,
7.3. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán,7.3. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán,7.3. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán,029,,,,29.0,,,
a. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư trong nước,a. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư trong nước,a. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư trong nước,029.1,,,,291.0,,,
b. Tiền gửi Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư nước ngoài,b. Tiền gửi Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư nước ngoài,b. Tiền gửi Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư nước ngoài,029.2,,,,292.0,,,
7.4. Tiền gửi của Tổ chức phát hành chứng khoán,7.4. Tiền gửi của Tổ chức phát hành chứng khoán,7.4. Tiền gửi của Tổ chức phát hành chứng khoán,030,A.7.20,2.160.111.300,1.896.647.800,30.0,,2160111300.0,1896647800.0
8. Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8. Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8. Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,031,A.7.28,3.383.373.905.203,2.773.603.471.001,31.0,,3383373905203.0,2773603471001.0
8.1. Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8.1. Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8.1. Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,031.1,,3.354.560.978.096,2.727.014.848.833,311.0,,3354560978096.0,2727014848833.0
8.2. Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8.2. Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8.2. Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,031.2,,28.812.927.107,46.588.622.148,312.0,,28812927107.0,46588622148.0
9. Phải trả Tổ chức phát hành chứng khoán,9. Phải trả Tổ chức phát hành chứng khoán,9. Phải trả Tổ chức phát hành chứng khoán,032,,,,32.0,,,
10. Phải thu của khách hàng về lỗi giao dịch các tài sản tài chính,10. Phải thu của khách hàng về lỗi giao dịch các tài sản tài chính,10. Phải thu của khách hàng về lỗi giao dịch các tài sản tài chính,033,,,,33.0,,,
11. Phải trả của khách hàng về lỗi giao dịch các tài sản tài chính,11. Phải trả của khách hàng về lỗi giao dịch các tài sản tài chính,11. Phải trả của khách hàng về lỗi giao dịch các tài sản tài chính,034,,,,34.0,,,
"12. Phải trả cổ tức, gốc và lãi trái phiếu","12. Phải trả cổ tức, gốc và lãi trái phiếu","12. Phải trả cổ tức, gốc và lãi trái phiếu",035,,2.160.111.300,1.896.647.800,35.0,,2160111300.0,1896647800.0
