row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán,Giá bán,Tổng giá trị bán,Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch,"Lãi, lỗ bán chứng khoán kỳ này","Lãi, lỗ bán chứng khoán lũy kế đến kỳ này","Lãi, lỗ bán chứng khoán lũy kế đến kỳ trước",numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán,numeric__Giá bán,numeric__Tổng giá trị bán,numeric__Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch,"numeric__Lãi, lỗ bán chứng khoán kỳ này","numeric__Lãi, lỗ bán chứng khoán lũy kế đến kỳ này","numeric__Lãi, lỗ bán chứng khoán lũy kế đến kỳ trước"
A,A,A,B,1,2,3=1*2,4,5=3-4,6,7,,1.0,2.0,,4.0,,6.0,7.0
1,1,1,"Cổ phiếu quỹ, chứng chỉ quỹ",2.607.105,,105.555.938.750,13.945.504.060,91.771.511.906,91.771.511.906,(15.900.845),,2607105.0,,105555938750.0,13945504060.0,91771511906.0,91771511906.0,-15900845.0
2,2,2,Trái phiếu,85.990.000,,9.691.973.580.000,9.693.014.680.000,(1.041.100.000),(1.041.100.000),1.621.690.000,,85990000.0,,9691973580000.0,9693014680000.0,-1041100000.0,-1041100000.0,1621690000.0
3,3,3,Chứng chỉ tiền gửi,7.490.000,,749.657.548.636,749.724.386.349,(66.837.713),(66.837.713),,,7490000.0,,749657548636.0,749724386349.0,-66837713.0,-66837713.0,
,,,Tổng cộng,96.087.105,,10.547.187.067.386,10.456.684.570.409,90.663.574.193,90.663.574.193,1.605.789.155,,96087105.0,,10547187067386.0,10456684570409.0,90663574193.0,90663574193.0,1605789155.0
