row_label_raw,row_label_full,No,List of investments,Quantity of sale,Purchase price,Total sale value,Average cost at the end of the period up to the end of the trading day,"Profit, loss from selling securities in this period","Profit, loss from selling securities accumulated until this period","Profit, loss from selling securities accumulated up to previous period",numeric__List of investments,numeric__Quantity of sale,numeric__Purchase price,numeric__Total sale value,numeric__Average cost at the end of the period up to the end of the trading day,"numeric__Profit, loss from selling securities in this period","numeric__Profit, loss from selling securities accumulated until this period","numeric__Profit, loss from selling securities accumulated up to previous period"
A,A,A,B,1,2,3=1*2,4,5=3-4,6,7,,1.0,2.0,,4.0,,6.0,7.0
1,1,1,"Treasury shares, fund certificates",2.607.105,,105.555.938.750,13.945.504.060,91.771.511.906,91.771.511.906,(15.900.845),,2607105.0,,105555938750.0,13945504060.0,91771511906.0,91771511906.0,-15900845.0
2,2,2,Bonds,85.990.000,,9.691.973.580.000,9.693.014.680.000,(1.041.100.000),(1.041.100.000),1.621.690.000,,85990000.0,,9691973580000.0,9693014680000.0,-1041100000.0,-1041100000.0,1621690000.0
3,3,3,Certificates of Deposit,7.490.000,,749.657.548.636,749.724.386.349,(66.837.713),(66.837.713),,,7490000.0,,749657548636.0,749724386349.0,-66837713.0,-66837713.0,
,,,Total,96.087.105,,10.547.187.067.386,10.456.684.570.409,90.663.574.193,90.663.574.193,1.605.789.155,,96087105.0,,10547187067386.0,10456684570409.0,90663574193.0,90663574193.0,1605789155.0
