row_label_raw,row_label_full,Tên,Chức danh,Năm nay > Số lượng (CP),Năm nay > Giá trị (VND),Năm trước > Số lượng (CP),Năm trước > Giá trị (VND),numeric__Chức danh,numeric__Năm nay > Số lượng (CP),numeric__Năm nay > Giá trị (VND),numeric__Năm trước > Số lượng (CP),numeric__Năm trước > Giá trị (VND)
Ông Nguyễn Điệp Tùng,Ông Nguyễn Điệp Tùng,Ông Nguyễn Điệp Tùng,Tổng Giám đốc,161.100,1.611.000.000,160.150,1.601.500.000,,161100.0,1611000000.0,160150.0,1601500000.0
Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Phó Tổng Giám đốc,529.600,5.296.000.000,154.100,1.541.000.000,,529600.0,5296000000.0,154100.0,1541000000.0
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Phó Tổng Giám đốc,534.900,5.349.000.000,324.300,3.243.000.000,,534900.0,5349000000.0,324300.0,3243000000.0
Trịnh Thanh Hằng,Trịnh Thanh Hằng,Trịnh Thanh Hằng,Người được ủy quyền CBTT,209.800,2.098.000.000,110.700,1.107.000.000,,209800.0,2098000000.0,110700.0,1107000000.0
