row_label_raw,row_label_full,STT,Các giao dịch và các khoản tiền,Năm nay,Năm trước,numeric__Các giao dịch và các khoản tiền,numeric__Năm nay,numeric__Năm trước
A,A,A,B,1,2,,1.0,2.0
,,,Tiền gửi ngân hàng cuối,,,,,
,,,-Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,3.383.373.905.203,2.773.603.471.001,,3383373905203.0,2773603471001.0
,,,-Tiền gửi của Tổ chức phát hành,2.160.111.300,1.896.647.800,,2160111300.0,1896647800.0
,,,Tổng,3.385.534.016.503,2.775.500.118.801,,3385534016503.0,2775500118801.0
