row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,
Hải Đăng Tây Ninh,Phải thu ngắn hạn khác > Hải Đăng Tây Ninh,Hải Đăng Tây Ninh,Cổ tứcLãi cho vay,150.000.000.00016.530.396.246,-4.240.338.655,,1.500000000001653e+22,-4240338655.0
Hòa Phát Bốn,Phải thu ngắn hạn khác > Hòa Phát Bốn,Hòa Phát Bốn,Chi hộLãi cho vay,67.085.597.646420.942.652,--,,6.708559764642094e+19,
Bắc An Khánh,Phải thu ngắn hạn khác > Bắc An Khánh,Bắc An Khánh,Cổ tứcLãi cho vay,60.000.000.000-,-1.024.942.095,,,-1024942095.0
Trang Trại Xanh 1,Phải thu ngắn hạn khác > Trang Trại Xanh 1,Trang Trại Xanh 1,Lãi cho vay,32.496.428.453,20.101.497.077,,32496428453.0,20101497077.0
BAF Myanmar,Phải thu ngắn hạn khác > BAF Myanmar,BAF Myanmar,Phải thu từ đầu tư vào công ty liên doanh,22.110.662.223,21.439.391.751,,22110662223.0,21439391751.0
Trang Trại Xanh 2,Phải thu ngắn hạn khác > Trang Trại Xanh 2,Trang Trại Xanh 2,Lãi cho vay,21.430.056.296,8.690.165.156,,21430056296.0,8690165156.0
Anh Vũ Phú Yên,Phải thu ngắn hạn khác > Anh Vũ Phú Yên,Anh Vũ Phú Yên,Lãi cho vay,20.282.730.210,14.226.244.201,,20282730210.0,14226244201.0
Đông An Khánh,Phải thu ngắn hạn khác > Đông An Khánh,Đông An Khánh,Lãi cho vay,14.808.002.195,4.759.765.205,,14808002195.0,4759765205.0
Nam An Khánh,Phải thu ngắn hạn khác > Nam An Khánh,Nam An Khánh,Lãi cho vay,11.920.959.772,3.444.150.878,,11920959772.0,3444150878.0
Tân Châu,Phải thu ngắn hạn khác > Tân Châu,Tân Châu,Lãi cho vay,8.920.999.554,4.297.040.277,,8920999554.0,4297040277.0
Chăn nuôi Bảo Ngọc,Phải thu ngắn hạn khác > Chăn nuôi Bảo Ngọc,Chăn nuôi Bảo Ngọc,Lãi cho vay,8.493.143.622,6.397.771.096,,8493143622.0,6397771096.0
Chăn nuôi TMC,Phải thu ngắn hạn khác > Chăn nuôi TMC,Chăn nuôi TMC,Chi hộLãi cho vay,3.181.481.9002.192.901.863,--,,3.18148190021929e+19,
Tâm Hưng,Phải thu ngắn hạn khác > Tâm Hưng,Tâm Hưng,Lãi cho vay,4.811.894.663,334.617.272,,4811894663.0,334617272.0
Logistic BAF,Phải thu ngắn hạn khác > Logistic BAF,Logistic BAF,Lãi cho vayChi hộ,2.151.861.598604.762.852,1.048.828.980-,,2.151861598604763e+18,
Tây An Khánh,Phải thu ngắn hạn khác > Tây An Khánh,Tây An Khánh,Lãi cho vay,2.583.266.303,352.438.357,,2583266303.0,352438357.0
Sông Hinh,Phải thu ngắn hạn khác > Sông Hinh,Sông Hinh,Lãi cho vay,674.485.757,-,,674485757.0,
Thanh Xuân,Phải thu ngắn hạn khác > Thanh Xuân,Thanh Xuân,Lãi cho vay,832.578.081,-,,832578081.0,
Thành Đạt Gia Lai,Phải thu ngắn hạn khác > Thành Đạt Gia Lai,Thành Đạt Gia Lai,Lãi cho vay,479.421.369,-,,479421369.0,
Phân bón Hữu cơ Vi sinh BAF,Phải thu ngắn hạn khác > Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Lãi cho vay,351.756.600,-,,351756600.0,
Chăn nuôi Minh Thành,Phải thu ngắn hạn khác > Chăn nuôi Minh Thành,Chăn nuôi Minh Thành,Lãi cho vay,-,5.783.642.528,,,5783642528.0
BAF Tây Ninh,Phải thu ngắn hạn khác > BAF Tây Ninh,BAF Tây Ninh,Lãi cho vay,-,177.534.247,,,177534247.0
Chế biến Thực phẩm BAF Tây Ninh,Phải thu ngắn hạn khác > Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Khác,-,45.000.000,,,45000000.0
TỔNG CỘNG,Phải thu ngắn hạn khác > TỔNG CỘNG,TỔNG CỘNG,,452.364.329.855,96.363.367.775,,452364329855.0,96363367775.0
