row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,10.021.238.799,108.698.847.641,10021238799.0,108698847641.0
Nhận bồi thường,Nhận bồi thường,Nhận bồi thường,6.403.364.168,-,6403364168.0,
"Lãi từ thanh lý công cụ, dụng cụ","Lãi từ thanh lý công cụ, dụng cụ","Lãi từ thanh lý công cụ, dụng cụ",1.244.533.998,-,1244533998.0,
Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,-,99.598.856.404,,99598856404.0
Lãi từ thanh lý thuốc và vật tư thú y,Lãi từ thanh lý thuốc và vật tư thú y,Lãi từ thanh lý thuốc và vật tư thú y,-,4.055.136.079,,4055136079.0
Các khoản khác,Các khoản khác,Các khoản khác,2.373.340.633,5.044.855.158,2373340633.0,5044855158.0
Chi phí khác,Chi phí khác,Chi phí khác,(4.545.262.180),(3.195.501.108),-4545262180.0,-3195501108.0
Lỗ từ thanh lý thuốc và vật tư thú y,Lỗ từ thanh lý thuốc và vật tư thú y,Lỗ từ thanh lý thuốc và vật tư thú y,(2.977.424.262),-,-2977424262.0,
Phạt chậm nộp thuế,Phạt chậm nộp thuế,Phạt chậm nộp thuế,(609.854.003),(1.151.947.525),-609854003.0,-1151947525.0
Lỗ từ thanh lý tài sản cố định,Lỗ từ thanh lý tài sản cố định,Lỗ từ thanh lý tài sản cố định,(107.810.304),-,-107810304.0,
Các khoản khác,Các khoản khác,Các khoản khác,(850.173.611),(2.043.553.583),-850173611.0,-2043553583.0
LỢI NHUẬN KHÁC THUÀN,LỢI NHUẬN KHÁC THUÀN,LỢI NHUẬN KHÁC THUÀN,5.475.976.619,105.503.346.533,5475976619.0,105503346533.0
