row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Ông Trương Sỹ Bá,Ông Trương Sỹ Bá,Ông Trương Sỹ Bá,324.000.000,108.000.000,324000000.0,108000000.0
Bà Bùi Hương Giang,Bà Bùi Hương Giang,Bà Bùi Hương Giang,1.561.153.952,710.776.927,1561153952.0,710776927.0
Ông Nguyễn Duy Tân,Ông Nguyễn Duy Tân,Ông Nguyễn Duy Tân,194.400.000,15.934.426,194400000.0,15934426.0
Ông Lê Xuân Thọ,Ông Lê Xuân Thọ,Ông Lê Xuân Thọ,194.400.000,64.800.000,194400000.0,64800000.0
Ông Bùi Quang Huy,Ông Bùi Quang Huy,Ông Bùi Quang Huy,-,-,,
Ông Prasad Gopalan,Ông Prasad Gopalan,Ông Prasad Gopalan,-,-,,
Ông Nguyễn Thanh Tân,Ông Prasad Gopalan > Ông Nguyễn Thanh Tân,Ông Nguyễn Thanh Tân,-,44.262.295,,44262295.0
Ông Trương Anh Tuấn,Ông Prasad Gopalan > Ông Trương Anh Tuấn,Ông Trương Anh Tuấn,1.304.206.200,480.156.748,1304206200.0,480156748.0
Ông Nguyễn Văn Non,Ông Nguyễn Văn Non,Ông Nguyễn Văn Non,-,-,,
Ông Ngô Cao Cường,Ông Nguyễn Văn Non > Ông Ngô Cao Cường,Ông Ngô Cao Cường,1.327.217.160,588.388.229,1327217160.0,588388229.0
Ông Nguyễn Văn Minh,Ông Nguyễn Văn Non > Ông Nguyễn Văn Minh,Ông Nguyễn Văn Minh,1.330.116.985,48.645.769,1330116985.0,48645769.0
Bà Hoàng Thị Thu Hiền,Ông Nguyễn Văn Non > Bà Hoàng Thị Thu Hiền,Bà Hoàng Thị Thu Hiền,31.601.096,43.200.000,31601096.0,43200000.0
Bà Dương Thị Hồng Tân,Ông Nguyễn Văn Non > Bà Dương Thị Hồng Tân,Bà Dương Thị Hồng Tân,546.774.250,-,546774250.0,
Bà Lưu Ngọc Trâm,Ông Nguyễn Văn Non > Bà Lưu Ngọc Trâm,Bà Lưu Ngọc Trâm,81.000.000,27.000.000,81000000.0,27000000.0
Ông Nguyễn Quốc Văn,Ông Nguyễn Văn Non > Ông Nguyễn Quốc Văn,Ông Nguyễn Quốc Văn,327.187.252,488.921.254,327187252.0,488921254.0
Bà Trần Thị Thanh Trà,Ông Nguyễn Văn Non > Bà Trần Thị Thanh Trà,Bà Trần Thị Thanh Trà,397.531.071,,397531071.0,
Bà Nguyễn Thị Quỳnh Như,Ông Nguyễn Văn Non > Bà Nguyễn Thị Quỳnh Như,Bà Nguyễn Thị Quỳnh Như,583.331.683,351.871.062,583331683.0,351871062.0
TỔNG CỘNG,Ông Nguyễn Văn Non > TỔNG CỘNG,TỔNG CỘNG,8.202.919.649,2.971.956.710,8202919649.0,2971956710.0
