row_label_raw,row_label_full,Chỉ tiêu,Năm 2025(VND),Năm 2024(VND),Chênh lệch tăng (giảm) > VND,Chênh lệch tăng (giảm) > %,numeric__Năm 2025(VND),numeric__Năm 2024(VND),numeric__Chênh lệch tăng (giảm) > VND,numeric__Chênh lệch tăng (giảm) > %
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,64.115.727.401,429.805.270.364,(365.689.542.963),-85%,64115727401.0,429805270364.0,-365689542963.0,-0.85
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,98.276.927.156,355.071.676.816,(256.794.749.660),-72%,98276927156.0,355071676816.0,-256794749660.0,-0.72
