row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Logistic BAF,Logistic BAF,Logistic BAF,Sử dụng dịch vụ,55.332.543.406,26.945.491.041,,55332543406.0,26945491041.0
Logistic BAF,Logistic BAF,Logistic BAF,Cho vay,37.100.000.000,15.115.749.141,,37100000000.0,15115749141.0
Logistic BAF,Logistic BAF,Logistic BAF,Thanh lý tài sản cố định,25.174.700.000,-,,25174700000.0,
Logistic BAF,Logistic BAF,Logistic BAF,Lãi cho vay,1.503.032.618,646.672.967,,1503032618.0,646672967.0
Logistic BAF,Logistic BAF,Logistic BAF,Bán hàng,266.187.522,-,,266187522.0,
Logistic BAF,Logistic BAF,Logistic BAF,Thu hồi cho vay,-,2.000.000.000,,,2000000000.0
Logistic BAF,Logistic BAF,Logistic BAF,Góp vốn,-,19.970.000.000,,,19970000000.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Trả vay,7.600.000.000,2.910.000.000,,7600000000.0,2910000000.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Vay,4.000.000.000,16.350.000.000,,4000000000.0,16350000000.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Mua hàng hóa,1.080.649.009,4.954.804.400,,1080649009.0,4954804400.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Lãi vay,717.041.096,383.089.315,,717041096.0,383089315.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Cho vay,-,3.850.000.000,,,3850000000.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Thu hồi cho vay,-,3.850.000.000,,,3850000000.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Góp vốn,,2.000.000.000,,,2000000000.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Lãi cho vay,-,42.115.069,,,42115069.0
Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Góp vốn,213.000.000.000,30.000.000.000,,213000000000.0,30000000000.0
Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Vay,213.000.000.000,30.000.000.000,,213000000000.0,30000000000.0
Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Lãi vay,12.440.523.288,1.767.244.930,,12440523288.0,1767244930.0
Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Trả vay,4.750.000.000,90.000.000,,4750000000.0,90000000.0
Chăn nuôi TMC,Chăn nuôi TMC,Chăn nuôi TMC,Cho vay,179.941.000.000,-,,179941000000.0,
Chăn nuôi TMC,Chăn nuôi TMC,Chăn nuôi TMC,Thu hồi cho vay,139.800.000.000,-,,139800000000.0,
Chăn nuôi TMC,Chăn nuôi TMC,Chăn nuôi TMC,Góp vốn,80.753.032.838,-,,80753032838.0,
Chăn nuôi TMC,Chăn nuôi TMC,Chăn nuôi TMC,Bán hàng,13.629.453.071,-,,13629453071.0,
Chăn nuôi TMC,Chăn nuôi TMC,Chăn nuôi TMC,Thanh lý công cụ,,,,,
Chăn nuôi TMC,Chăn nuôi TMC > Chăn nuôi TMC,Chăn nuôi TMC,dụng cụ,2.881.718.159,-,,2881718159.0,
Chăn nuôi TMC,Chăn nuôi TMC > Chăn nuôi TMC,Chăn nuôi TMC,Lãi cho vay,2.192.901.863,-,,2192901863.0,
Chăn nuôi TMC,Chăn nuôi TMC,Chăn nuôi TMC,Thanh lý thuốc và,,,,,
Chăn nuôi TMC,Chăn nuôi TMC > Chăn nuôi TMC,Chăn nuôi TMC,vật tư thủ y,1.079.146.004,-,,1079146004.0,
Chăn nuôi TMC,Chăn nuôi TMC > Chăn nuôi TMC,Chăn nuôi TMC,Mua hàng,671.694.362,-,,671694362.0,
Chăn nuôi TMC,Chăn nuôi TMC > Chăn nuôi TMC,Chăn nuôi TMC,Thanh lý tài sản cố định,308.422.782,-,,308422782.0,
Chăn nuôi TMC,Chăn nuôi TMC > Chăn nuôi TMC,Chăn nuôi TMC,Thanh lý cám,245.047.500,-,,245047500.0,
