row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,4.950.493.158.142,2.858.098.868.396,,,4950493158142.0,2858098868396.0
210,210,210,I. Phải thu dài hạn,,234.337.891.249,218.332.762.263,,,234337891249.0,218332762263.0
216,216,216,1. Phải thu dài hạn khác,9,234.337.891.249,218.332.762.263,,9.0,234337891249.0,218332762263.0
220,220,220,II. Tài sản cố định,,368.942.860.060,194.042.247.037,,,368942860060.0,194042247037.0
221,221,221,1. Tài sản cố định hữu hình,12,341.463.999.985,179.994.125.053,,12.0,341463999985.0,179994125053.0
222,222,222,Nguyên giá,,454.627.827.325,269.905.982.693,,,454627827325.0,269905982693.0
223,223,223,Giá trị khấu hao lũy kế,,(113.163.827.340),(89.911.857.640),,,-113163827340.0,-89911857640.0
224,224,224,2. Tài sản cố định thuê tài chính,13,11.724.717.748,13.216.543.722,,13.0,11724717748.0,13216543722.0
225,225,225,Nguyên giá,,14.086.397.917,14.086.397.917,,,14086397917.0,14086397917.0
226,226,226,Giá trị khấu hao lũy kế,,(2.361.680.169),(869.854.195),,,-2361680169.0,-869854195.0
227,227,227,3. Tài sản cố định vô hình,14,15.754.142.327,831.578.262,,14.0,15754142327.0,831578262.0
228,228,228,Nguyên giá,,17.621.166.500,2.272.516.000,,,17621166500.0,2272516000.0
229,229,229,Giá trị hao mòn lũy kế,,(1.867.024.173),(1.440.937.738),,,-1867024173.0,-1440937738.0
240,240,240,III. Tài sản dở dang dài hạn,,346.780.979.074,194.512.985.504,,,346780979074.0,194512985504.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,15,346.780.979.074,194.512.985.504,,15.0,346780979074.0,194512985504.0
250,250,250,IV. Đầu tư tài chính dài hạn,,3.441.568.963.143,1.994.250.160.071,,,3441568963143.0,1994250160071.0
251,251,251,1. Đầu tư vào công ty con,16.1,3.453.593.212.419,2.006.274.409.347,,161.0,3453593212419.0,2006274409347.0
254,254,254,2. Dự phòng đầu tư tài chính dài hạn,16.1,(12.024.249.276),(12.024.249.276),,161.0,-12024249276.0,-12024249276.0
260,260,260,V. Tài sản dài hạn khác,,558.862.464.616,256.960.713.521,,,558862464616.0,256960713521.0
261,261,261,1. Chi phí trả trước dài hạn,17,523.466.511.033,255.725.959.693,,17.0,523466511033.0,255725959693.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,31.3,35.395.953.583,1.234.753.828,,313.0,35395953583.0,1234753828.0
270,270,270,TỔNG CỘNG TÀI SẢN,,9.938.747.866.818,6.890.328.327.133,,,9938747866818.0,6890328327133.0
