row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Tân Châu,Tân Châu,Tân Châu,Mua heo,366.948.071.140,10.915.930.000,,366948071140.0,10915930000.0
Tân Châu,Tân Châu,Tân Châu,Thu hồi cho vay,70.500.000.000,49.000.000.000,,70500000000.0,49000000000.0
Tân Châu,Tân Châu,Tân Châu,Cho vay,35.350.000.000,77.530.000.000,,35350000000.0,77530000000.0
Tân Châu,Tân Châu,Tân Châu,Bán heo,9.301.544.956,31.574.650.660,,9301544956.0,31574650660.0
Tân Châu,Tân Châu,Tân Châu,Lãi cho vay,4.623.959.277,3.618.178.359,,4623959277.0,3618178359.0
Tân Châu,Tân Châu,Tân Châu,Thanh lý thuốc vàvật tư thú y,54.846.070,-,,54846070.0,
Tân Châu,Tân Châu,Tân Châu,Thanh lý tài sản khác,700.000,-,,700000.0,
Tân Châu,Tân Châu,Tân Châu,Góp vốn,-,49.150.000.000,,,49150000000.0
Sông Hinh,Sông Hinh,Sông Hinh,Cho vay,28.488.989.313,-,,28488989313.0,
Sông Hinh,Sông Hinh,Sông Hinh,Trả vay,3.595.000.000,24.950.000.000,,3595000000.0,24950000000.0
Sông Hinh,Sông Hinh,Sông Hinh,Lãi cho vay,674.485.757,-,,674485757.0,
Sông Hinh,Sông Hinh,Sông Hinh,Lãi vay,66.206.301,505.153.971,,66206301.0,505153971.0
Sông Hinh,Sông Hinh,Sông Hinh,Bán hàng,4.753.340,-,,4753340.0,
Sông Hinh,Sông Hinh,Sông Hinh,Vay,-,1.800.000.000,,,1800000000.0
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Mua heo,323.432.726.341,353.292.734.860,,323432726341.0,353292734860.0
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Thu hồi cho vay,137.600.000.000,29.885.000.000,,137600000000.0,29885000000.0
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Cổ tức,120.000.000.000,-,,120000000000.0,
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Cán trừ cổ tức phải thu,60.000.000.000,-,,60000000000.0,
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Cho vay,22.000.000.000,123.170.000.000,,22000000000.0,123170000000.0
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Lãi cho vay,2.478.057.535,1.795.050.314,,2478057535.0,1795050314.0
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Góp vốn,800.000.000,-,,800000000.0,
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Thanh lý tài sản khác,350.000,-,,350000.0,
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Bán hàng,-,79.388.076.100,,,79388076100.0
