row_label_raw,row_label_full,col_0,Thuyết minh,Tỷ lệ lợi ích,Số cuối năm > Số cổ phiếu,Số cuối năm > Giá trị ghi số,Tỷ lệ lợi ích_1,Số đầu năm > Số cổ phiếu,Số đầu năm > Giá trị ghi số,numeric__Thuyết minh,numeric__Tỷ lệ lợi ích,numeric__Số cuối năm > Số cổ phiếu,numeric__Số cuối năm > Giá trị ghi số,numeric__Tỷ lệ lợi ích_1,numeric__Số đầu năm > Số cổ phiếu,numeric__Số đầu năm > Giá trị ghi số
Công ty Cổ phầnCông nghệ Viễn thôngSài Gòn,Công ty Cổ phầnCông nghệ Viễn thôngSài Gòn,Công ty Cổ phầnCông nghệ Viễn thôngSài Gòn,(i),"21,48%",15.896.923,243.842.556.349,"21,48%",15.896.923,229.494.785.235,,0.2148,15896923.0,243842556349.0,0.2148,15896923.0,229494785235.0
Công ty Cổ phầnScanviwood,Công ty Cổ phầnScanviwood,Công ty Cổ phầnScanviwood,(ii),34%,1.077.528,4.854.218.578,34%,1.077.528,5.494.067.622,,0.34,1077528.0,4854218578.0,0.34,1077528.0,5494067622.0
Công ty TNHHSaigontel Long An,Công ty TNHHSaigontel Long An,Công ty TNHHSaigontel Long An,(iii),"21,63%",-,112.598.374.502,-,-,-,,0.2163,,112598374502.0,,,
Công ty Cổ phần Khu công nghiệp Sài Gòn -Nhơn Hội,Công ty Cổ phần Khu công nghiệp Sài Gòn -Nhơn Hội,Công ty Cổ phần Khu công nghiệp Sài Gòn -Nhơn Hội,(iv),"35,35%",12.000.000,540.000.000.000,-,-,-,,0.35350000000000004,12000000.0,540000000000.0,,,
Công ty Cổ phầnĐầu tư khu công nghiệp Lê Minh Xuân 2,Công ty Cổ phầnĐầu tư khu công nghiệp Lê Minh Xuân 2,Công ty Cổ phầnĐầu tư khu công nghiệp Lê Minh Xuân 2,(v),"22,02%",32.985.000,583.000.000.000,-,-,-,,0.2202,32985000.0,583000000000.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,1.484.295.149.429,,,234.988.852.857,,,,1484295149429.0,,,234988852857.0
