row_label_raw,row_label_full,Công ty TNHH Logos Việt Nam Thành phố Hồ Chí Minh 1,Số cuối năm > -,Đơn vị tính: VND > 270.477.772.750,numeric__Số cuối năm > -,numeric__Đơn vị tính: VND > 270.477.772.750
Khách hàng trả trước tiền thuê đất tại khu Công nghiệp Tân Phú Trung,Khách hàng trả trước tiền thuê đất tại khu Công nghiệp Tân Phú Trung,Khách hàng trả trước tiền thuê đất tại khu Công nghiệp Tân Phú Trung,99.049.791.120,350.815.038.142,99049791120.0,350815038142.0
Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đồ thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đồ thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đồ thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,334.665.332.845,179.778.775.008,334665332845.0,179778775008.0
Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đồ thị Quang Châu,Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đồ thị Quang Châu,Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đồ thị Quang Châu,58.165.141.200,58.165.141.200,58165141200.0,58165141200.0
Khách hàng ứng trước tiền thuê đất khu Tràng Duệ,Khách hàng ứng trước tiền thuê đất khu Tràng Duệ,Khách hàng ứng trước tiền thuê đất khu Tràng Duệ,8.341.401.197,21.161.854.397,8341401197.0,21161854397.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,14.117.880.859,14.054.658.140,14117880859.0,14054658140.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,514.339.547.221,894.453.239.637,514339547221.0,894453239637.0
