row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,14.432.620.910.944,13.132.883.122.220,,,14432620910944.0,13132883122220.0
310,310,310,I. Nợ ngắn hạn,,6.511.120.826.191,6.962.196.498.660,,,6511120826191.0,6962196498660.0
311,311,311,1. Phải trả người bán ngắn hạn,16.1,152.213.471.055,155.402.318.840,,161.0,152213471055.0,155402318840.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16.2,514.339.547.221,894.453.239.637,,162.0,514339547221.0,894453239637.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,149.301.926.097,454.343.617.554,,17.0,149301926097.0,454343617554.0
314,314,314,4. Phải trả người lao động,,9.452.327.919,134.912.511,,,9452327919.0,134912511.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,1.527.000.062.915,1.043.936.809.354,,18.0,1527000062915.0,1043936809354.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,2.303.464.821,4.327.075.364,,,2303464821.0,4327075364.0
319,319,319,7. Phải trả ngắn hạn khác,19,2.634.535.163.959,2.856.054.333.594,,19.0,2634535163959.0,2856054333594.0
320,320,320,8. Vay ngắn hạn,20,1.515.095.900.895,1.546.681.630.497,,20.0,1515095900895.0,1546681630497.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,6.878.961.309,6.862.561.309,,,6878961309.0,6862561309.0
330,330,330,II. Nợ dài hạn,,7.921.500.084.753,6.170.686.623.560,,,7921500084753.0,6170686623560.0
333,333,333,1. Chi phí phải trả dài hạn,18,1.430.816.612.872,1.134.633.021.863,,18.0,1430816612872.0,1134633021863.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,,4.536.489.837,4.664.114.060,,,4536489837.0,4664114060.0
337,337,337,3. Phải trả dài hạn khác,19,11.455.085.747,35.537.754.956,,19.0,11455085747.0,35537754956.0
338,338,338,4. Vay dài hạn,20,5.539.263.915.459,4.218.161.587.925,,20.0,5539263915459.0,4218161587925.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,29.3,934.476.012.876,776.738.176.794,,293.0,934476012876.0,776738176794.0
342,342,342,6. Dự phòng phải trả dài hạn,,951.967.962,951.967.962,,,951967962.0,951967962.0
