row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Dự án Khu công nghiệp và Khu đô thị Tràng Cát (i),Dự án Khu công nghiệp và Khu đô thị Tràng Cát (i),Dự án Khu công nghiệp và Khu đô thị Tràng Cát (i),7.406.822.608.984,-,7.198.938.964.742,-,7406822608984.0,,7198938964742.0,
Dự án Khu công nghiệp Tân Phú Trung (ii),Dự án Khu công nghiệp Tân Phú Trung (ii),Dự án Khu công nghiệp Tân Phú Trung (ii),1.207.009.640.754,-,1.401.245.903.300,-,1207009640754.0,,1401245903300.0,
Dự án Khu đô thị Phúc Ninh,Dự án Khu đô thị Phúc Ninh,Dự án Khu đô thị Phúc Ninh,1.102.933.602.162,-,1.065.107.703.958,-,1102933602162.0,,1065107703958.0,
Dự án Khu đô thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,Dự án Khu đô thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,Dự án Khu đô thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,601.108.573.183,-,640.345.939.568,-,601108573183.0,,640345939568.0,
Dự án Khu công nghiệp Nam Sơn - Hạp Lĩnh,Dự án Khu công nghiệp Nam Sơn - Hạp Lĩnh,Dự án Khu công nghiệp Nam Sơn - Hạp Lĩnh,813.284.229.517,-,776.878.482.119,-,813284229517.0,,776878482119.0,
Dự án Khu công nghiệp và đô thị Quang Châu,Dự án Khu công nghiệp và đô thị Quang Châu,Dự án Khu công nghiệp và đô thị Quang Châu,306.217.079.485,-,406.581.692.297,-,306217079485.0,,406581692297.0,
Dự án Khu công nghiệp Tràng Duệ - giai đoạn 2,Dự án Khu công nghiệp Tràng Duệ - giai đoạn 2,Dự án Khu công nghiệp Tràng Duệ - giai đoạn 2,3.634.262.879,-,16.044.998.871,-,3634262879.0,,16044998871.0,
Dự án Khu công nghiệp Tràng Duệ - giai đoạn 1,Dự án Khu công nghiệp Tràng Duệ - giai đoạn 1,Dự án Khu công nghiệp Tràng Duệ - giai đoạn 1,2.953.969.335,-,2.727.979.334,-,2953969335.0,,2727979334.0,
Dự án Khu công nghiệp Tràng Duệ - giai đoạn 3,Dự án Khu công nghiệp Tràng Duệ - giai đoạn 3,Dự án Khu công nghiệp Tràng Duệ - giai đoạn 3,2.847.520.732,-,2.016.023.459,-,2847520732.0,,2016023459.0,
Dự án tại Khu công nghiệp Tân Tập,Dự án tại Khu công nghiệp Tân Tập,Dự án tại Khu công nghiệp Tân Tập,52.926.652.776,-,-,-,52926652776.0,,,
Hàng hóa,Hàng hóa,Hàng hóa,-,-,10.361.625.000,-,,,10361625000.0,
Các dự án khác,Các dự án khác,Các dự án khác,15.499.806.814,-,13.612.134.337,-,15499806814.0,,13612134337.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,11.515.237.946.621,-,11.533.861.446.985,-,11515237946621.0,,11533861446985.0,
