row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả nhận chuyển nhượng vốn góp (i),Ngắn hạn > Phải trả nhận chuyển nhượng vốn góp (i),Phải trả nhận chuyển nhượng vốn góp (i),1.804.868.000.000,1.804.868.000.000,1804868000000.0,1804868000000.0
Nhận đặt cọc thực hiện nghĩa vụ hợp đồng của các dự án bất động sản (ii),Ngắn hạn > Nhận đặt cọc thực hiện nghĩa vụ hợp đồng của các dự án bất động sản (ii),Nhận đặt cọc thực hiện nghĩa vụ hợp đồng của các dự án bất động sản (ii),531.884.537.150,573.496.410.377,531884537150.0,573496410377.0
Đặt cọc ngắn hạn khác (iii),Ngắn hạn > Đặt cọc ngắn hạn khác (iii),Đặt cọc ngắn hạn khác (iii),78.731.074.519,356.499.309.027,78731074519.0,356499309027.0
Công ty Cổ phần Phát triển Cơ sở Hạ tầng Công nghiệp Tây Ninh (iv),Ngắn hạn > Công ty Cổ phần Phát triển Cơ sở Hạ tầng Công nghiệp Tây Ninh (iv),Công ty Cổ phần Phát triển Cơ sở Hạ tầng Công nghiệp Tây Ninh (iv),45.500.000.000,45.500.000.000,45500000000.0,45500000000.0
Phải trả cổ tức,Ngắn hạn > Phải trả cổ tức,Phải trả cổ tức,18.074.632.950,18.426.582.873,18074632950.0,18426582873.0
Phí duy tu sửa chữa cơ sở hạ tầng,Ngắn hạn > Phí duy tu sửa chữa cơ sở hạ tầng,Phí duy tu sửa chữa cơ sở hạ tầng,31.710.274.832,23.166.644.718,31710274832.0,23166644718.0
"Các khoản phải trả, phải nộp ngắn hạn khác","Ngắn hạn > Các khoản phải trả, phải nộp ngắn hạn khác","Các khoản phải trả, phải nộp ngắn hạn khác",27.872.644.508,34.097.386.599,27872644508.0,34097386599.0
Các khoản phải trả khác là bên liên quan(Thuyết minh số 30),Ngắn hạn > Các khoản phải trả khác là bên liên quan(Thuyết minh số 30),Các khoản phải trả khác là bên liên quan(Thuyết minh số 30),95.894.000.000,-,95894000000.0,
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,2.634.535.163.959,2.856.054.333.594,2634535163959.0,2856054333594.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Đặt cọc dài hạn khác (iii),Dài hạn > Đặt cọc dài hạn khác (iii),Đặt cọc dài hạn khác (iii),11.455.085.747,35.537.754.956,11455085747.0,35537754956.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,11.455.085.747,35.537.754.956,11455085747.0,35537754956.0
