row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,30.157.248.600,30.849.876.950,30157248600.0,30849876950.0
Công ty Cổ phần Xây dựng Phục Hưng Holdings,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Công ty Cổ phần Xây dựng Phục Hưng Holdings,22.474.163.008,-,22474163008.0,
Công ty Cổ phần Thương mại Dịch vụ Xuất nhập khẩu Khoáng sản Bảo Nam,Công ty Cổ phần Thương mại Dịch vụ Xuất nhập khẩu Khoáng sản Bảo Nam,Công ty Cổ phần Thương mại Dịch vụ Xuất nhập khẩu Khoáng sản Bảo Nam,-,17.477.081.995,,17477081995.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,99.582.059.447,107.075.359.895,99582059447.0,107075359895.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,152.213.471.055,155.402.318.840,152213471055.0,155402318840.0
