row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Công ty Cổ phần Khu công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu công nghiệp Sài Gòn – Nhơn Hội,"Góp vốn bằng tiền, khoản phải thu cho vayNhận gốc vay",530.000.000.00094.264.000.000,-,,5.300000000009426e+22,
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Cho vayThu hồi gốc cho vayNhận gốc vayLãi vay phải thuThu hồi lãi cho vayPhí môi giới,1.522.729.057.48171.068.296.04310.285.614.3221.274.801.00048.178.928.950,141.000.000.000106.292.687.09719.000.000.000--,,1.5227290574817107e+55,
Công ty Cổ phần Đầu tư và Du lịch Sài Gòn - Lâm Đồng,Công ty Cổ phần Đầu tư và Du lịch Sài Gòn - Lâm Đồng,Công ty Cổ phần Đầu tư và Du lịch Sài Gòn - Lâm Đồng,Cho vay,6.558.956.926,-,,6558956926.0,
Ông Mai Tuấn Dũng,Ông Mai Tuấn Dũng,Ông Mai Tuấn Dũng,Tạm ứngThu hồi tạm ứng,18.457.029.36317.345.596.613,17.344.106.613-,,1.8457029363173457e+21,
Ông Vũ Thanh Dương,Ông Vũ Thanh Dương,Ông Vũ Thanh Dương,Tạm ứngThu hồi tạm ứng,342.977.901.00061.000.000.000,63.583.840.000-,,3.4297790100061e+22,
Ông Vũ Ngọc Ánh,Ông Vũ Ngọc Ánh,Ông Vũ Ngọc Ánh,Tạm ứngThu hồi tạm ứng,-1.400.000.000,6.290.000.000-,,-1400000000.0,
Ông Lê Minh Hà,Ông Lê Minh Hà,Ông Lê Minh Hà,Tạm ứng,524.000.000,-,,524000000.0,
