row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,4.245.981.967.388,2.150.962.555.356,4245981967388.0,2150962555356.0
Trong đó:,Trong đó:,Trong đó:,,,,
Doanh thu cho thuê dài hạn đất và cơ sở hạ tầng (*),Trong đó: > Doanh thu cho thuê dài hạn đất và cơ sở hạ tầng (*),Doanh thu cho thuê dài hạn đất và cơ sở hạ tầng (*),3.035.928.242.451,1.537.310.830.169,3035928242451.0,1537310830169.0
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,514.582.486.144,196.212.847.924,514582486144.0,196212847924.0
"Doanh thu cung cấp nước sạch, điện, phí dịch vụ và xử lý nước thải","Trong đó: > Doanh thu cung cấp nước sạch, điện, phí dịch vụ và xử lý nước thải","Doanh thu cung cấp nước sạch, điện, phí dịch vụ và xử lý nước thải",304.994.501.884,277.080.329.211,304994501884.0,277080329211.0
Doanh thu bán nhà xưởng,Trong đó: > Doanh thu bán nhà xưởng,Doanh thu bán nhà xưởng,310.596.654.520,33.140.203.200,310596654520.0,33140203200.0
"Doanh thu cho thuê kho, nhà xưởng và văn phòng","Trong đó: > Doanh thu cho thuê kho, nhà xưởng và văn phòng","Doanh thu cho thuê kho, nhà xưởng và văn phòng",79.708.870.333,107.218.344.852,79708870333.0,107218344852.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,171.212.056,-,171212056.0,
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,-,-,,
Doanh thu thuần,Các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,4.245.981.967.388,2.150.962.555.356,4245981967388.0,2150962555356.0
