row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty TNHH Trồngrừng Trường Thành OJI,Công ty TNHH Trồngrừng Trường Thành OJI,Công ty TNHH Trồngrừng Trường Thành OJI,Công tyliên doanh,Lãi cho vayKhác,2.963.245.665180.000.000,2.963.245.665180.000.000,,,2.96324566518e+18,2.96324566518e+18
Công ty TNHHMột thành viênThương mại Đồng Tâm,Công ty TNHHMột thành viênThương mại Đồng Tâm,Công ty TNHHMột thành viênThương mại Đồng Tâm,Cổ đông lớn,Bán hàngMua hàngCho thuê xe,144.961.599.62616.003.725.7681.871.338.462,121.326.115.857248.894.3641.126.127.411,,,1.4496159962616004e+32,1.2132611585724889e+30
Công ty Cổ phầnĐồng Tâm,Công ty Cổ phầnĐồng Tâm,Công ty Cổ phầnĐồng Tâm,Công ty mẹ củacổ đông lớn,Mua hàngCho thuê xe,240.000.000-,910.668.72570.000.000,,,,9.106687257e+16
