row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,67.989.215.943,20.480.264.862,67989215943.0,20480264862.0
"Các khoản phạt, bồi thường","Các khoản phạt, bồi thường","Các khoản phạt, bồi thường",58.743.822.739,2.526.850.814,58743822739.0,2526850814.0
Thanh lý tài sản,Thanh lý tài sản,Thanh lý tài sản,6.099.229.545,45.454.545,6099229545.0,45454545.0
Phân bố lợi nhuận chưa thực hiện từ việc góp vốn vào công ty liên doanh,Phân bố lợi nhuận chưa thực hiện từ việc góp vốn vào công ty liên doanh,Phân bố lợi nhuận chưa thực hiện từ việc góp vốn vào công ty liên doanh,541.571.274,15.237.358.127,541571274.0,15237358127.0
Khác,Khác,Khác,2.604.592.385,2.670.601.376,2604592385.0,2670601376.0
Chi phí khác,Chi phí khác,Chi phí khác,(21.094.868.029),(134.425.960.066),-21094868029.0,-134425960066.0
Thanh lý tài sản,Thanh lý tài sản,Thanh lý tài sản,(8.157.307.998),-,-8157307998.0,
Xóa số khoản phải thu,Xóa số khoản phải thu,Xóa số khoản phải thu,(5.237.675.770),-,-5237675770.0,
Chi phí phạt,Chi phí phạt,Chi phí phạt,(4.758.575.907),(50.050.359.110),-4758575907.0,-50050359110.0
Khấu hao tài sản cố định,Khấu hao tài sản cố định,Khấu hao tài sản cố định,(400.011.124),(78.189.534.463),-400011124.0,-78189534463.0
Chi phí rừng thất thoát,Chi phí rừng thất thoát,Chi phí rừng thất thoát,(68.181.816),(2.326.230.427),-68181816.0,-2326230427.0
Khác,Khác,Khác,(2.473.115.414),(3.859.836.066),-2473115414.0,-3859836066.0
LỢI NHUẬN (LỔ) KHÁC,LỢI NHUẬN (LỔ) KHÁC,LỢI NHUẬN (LỔ) KHÁC,46.894.347.914,(113.945.695.204),46894347914.0,-113945695204.0
