row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,507.238.147.131,131.290.187.188,507238147131.0,131290187188.0
Vay ngân hàng (TM số 24.1),Vay ngân hàng (TM số 24.1),Vay ngân hàng (TM số 24.1),144.384.380.000,127.666.846.040,144384380000.0,127666846040.0
Vay các tổ chức khác,Vay các tổ chức khác,Vay các tổ chức khác,-,2.603.341.148,,2603341148.0
Vay cá nhân,Vay cá nhân,Vay cá nhân,-,300.000.000,,300000000.0
Vay cá nhân dài hạn đến hạn trả (TM số 24.2),Vay cá nhân dài hạn đến hạn trả (TM số 24.2),Vay cá nhân dài hạn đến hạn trả (TM số 24.2),362.853.767.131,-,362853767131.0,
Vay ngân hàng dài hạn đến hạn trả,Vay ngân hàng dài hạn đến hạn trả,Vay ngân hàng dài hạn đến hạn trả,-,720.000.000,,720000000.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,-,362.913.767.131,,362913767131.0
Vay cá nhân (TM số 24.2),Vay cá nhân (TM số 24.2),Vay cá nhân (TM số 24.2),-,362.853.767.131,,362853767131.0
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,-,60.000.000,,60000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,507.238.147.131,494.203.954.319,507238147131.0,494203954319.0
