row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,616.716.632.641,(210.401.202.614),626.851.640.105,(410.174.615.424),616716632641.0,-210401202614.0,626851640105.0,-410174615424.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",3.306.119.823,(534.077.558),26.804.133.706,(534.077.558),3306119823.0,-534077558.0,26804133706.0,-534077558.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,382.695.484.295,(158.213.474.786),410.525.431.921,(193.360.767.580),382695484295.0,-158213474786.0,410525431921.0,-193360767580.0
Chi phí dở dang hàng sản xuất,Chi phí dở dang hàng sản xuất,Chi phí dở dang hàng sản xuất,253.904.300.637,(150.238.441.667),267.345.157.474,(174.551.895.111),253904300637.0,-150238441667.0,267345157474.0,-174551895111.0
Chi phí dở dang công trình lắp đặt,Chi phí dở dang công trình lắp đặt,Chi phí dở dang công trình lắp đặt,22.681.077.172,(1.298.271.535),30.747.696.444,(12.141.439.883),22681077172.0,-1298271535.0,30747696444.0,-12141439883.0
Chi phí trồng rừng,Chi phí trồng rừng,Chi phí trồng rừng,106.110.106.486,(6.676.761.584),112.432.578.003,(6.667.432.586),106110106486.0,-6676761584.0,112432578003.0,-6667432586.0
Thành phẩm,Thành phẩm,Thành phẩm,192.689.935.945,(55.016.500.744),199.600.153.269,(83.742.812.003),192689935945.0,-55016500744.0,199600153269.0,-83742812003.0
Hàng hóa,Hàng hóa,Hàng hóa,14.338.900.439,(3.419.909.539),10.410.143.106,(5.642.418.210),14338900439.0,-3419909539.0,10410143106.0,-5642418210.0
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,-,-,2.753.248.567,-,,,2753248567.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.209.747.073.143,(427.585.165.241),1.276.944.750.674,(693.454.690.775),1209747073143.0,-427585165241.0,1276944750674.0,-693454690775.0
Một phần giá trị hàng tồn kho đã được dùng để thế chấp nhằm đảm bảo cho các khoản vay của Nhóm Công ty (Thuyết minh số 24).,Một phần giá trị hàng tồn kho đã được dùng để thế chấp nhằm đảm bảo cho các khoản vay của Nhóm Công ty (Thuyết minh số 24).,Một phần giá trị hàng tồn kho đã được dùng để thế chấp nhằm đảm bảo cho các khoản vay của Nhóm Công ty (Thuyết minh số 24).,Một phần giá trị hàng tồn kho đã được dùng để thế chấp nhằm đảm bảo cho các khoản vay của Nhóm Công ty (Thuyết minh số 24).,Một phần giá trị hàng tồn kho đã được dùng để thế chấp nhằm đảm bảo cho các khoản vay của Nhóm Công ty (Thuyết minh số 24).,Một phần giá trị hàng tồn kho đã được dùng để thế chấp nhằm đảm bảo cho các khoản vay của Nhóm Công ty (Thuyết minh số 24).,Một phần giá trị hàng tồn kho đã được dùng để thế chấp nhằm đảm bảo cho các khoản vay của Nhóm Công ty (Thuyết minh số 24).,,,,
Chi tiết tinh hình tăng giảm dự phòng giảm giá hàng tồn kho:,Chi tiết tinh hình tăng giảm dự phòng giảm giá hàng tồn kho:,Chi tiết tinh hình tăng giảm dự phòng giảm giá hàng tồn kho:,Chi tiết tinh hình tăng giảm dự phòng giảm giá hàng tồn kho:,Chi tiết tinh hình tăng giảm dự phòng giảm giá hàng tồn kho:,Chi tiết tinh hình tăng giảm dự phòng giảm giá hàng tồn kho:,Chi tiết tinh hình tăng giảm dự phòng giảm giá hàng tồn kho:,,,,
,,,,,Năm nay,VNDNăm trước,,,,
Số đầu năm,Chi tiết tinh hình tăng giảm dự phòng giảm giá hàng tồn kho: > Số đầu năm,Số đầu năm,,,(693.454.690.775),(341.766.397.239),,,-693454690775.0,-341766397239.0
Dự phòng trong năm,Chi tiết tinh hình tăng giảm dự phòng giảm giá hàng tồn kho: > Dự phòng trong năm,Dự phòng trong năm,,,(7.518.884.531),(374.702.815.387),,,-7518884531.0,-374702815387.0
"Hoàn nhập dự phòng, sử dụng trong năm","Chi tiết tinh hình tăng giảm dự phòng giảm giá hàng tồn kho: > Hoàn nhập dự phòng, sử dụng trong năm","Hoàn nhập dự phòng, sử dụng trong năm",,,273.388.410.065,23.014.521.851,,,273388410065.0,23014521851.0
Số cuối năm,Chi tiết tinh hình tăng giảm dự phòng giảm giá hàng tồn kho: > Số cuối năm,Số cuối năm,,,(427.585.165.241),(693.454.690.775),,,-427585165241.0,-693454690775.0
