row_label_raw,row_label_full,"Tên công ty liên doanh, liên kết",Địa điểm,Ngành nghề,Tỷ lệ lợi ích (%),Quyền biểu quyết (%),numeric__Địa điểm,numeric__Ngành nghề,numeric__Tỷ lệ lợi ích (%),numeric__Quyền biểu quyết (%)
1. Công ty TNHH Trồng rừng Trường Thành OJI,1. Công ty TNHH Trồng rừng Trường Thành OJI,1. Công ty TNHH Trồng rừng Trường Thành OJI,Phú Yên,Trồng rừng,"51,00","51,00",,,51.0,51.0
2. Công ty Cổ phần Bao bì Trường Thành,2. Công ty Cổ phần Bao bì Trường Thành,2. Công ty Cổ phần Bao bì Trường Thành,Thành phố Hồ Chí Minh,Bao bì,"43,76","43,76",,,43.76,43.76
3. Công ty Cổ phần Viestones,3. Công ty Cổ phần Viestones,3. Công ty Cổ phần Viestones,Tỉnh Bình Dương,Sẵn xuất đá xây dựng,"20,00","20,00",,,20.0,20.0
