row_label_raw,row_label_full,col_0,Giá trị còn lại > Tỷ lệsở hữu%,Giá trị còn lại > Số cuối nămVND,Giá trị còn lại > Tỷ lệsở hữu%_1,Giá trị còn lại > Số đầu nămVND,numeric__Giá trị còn lại > Tỷ lệsở hữu%,numeric__Giá trị còn lại > Số cuối nămVND,numeric__Giá trị còn lại > Tỷ lệsở hữu%_1,numeric__Giá trị còn lại > Số đầu nămVND
"Công ty TNHH Trồng rừngTrường Thành OJI (""OJI"")","Công ty TNHH Trồng rừngTrường Thành OJI (""OJI"")","Công ty TNHH Trồng rừngTrường Thành OJI (""OJI"")","51,00",67.508.516.919,"51,00",71.806.835.322,51.0,67508516919.0,51.0,71806835322.0
"Công ty Cổ phần Viestones(""Viestones"") (*)","Công ty Cổ phần Viestones(""Viestones"") (*)","Công ty Cổ phần Viestones(""Viestones"") (*)","20,00",4.200.000.000,-,-,20.0,4200000000.0,,
"Công ty Cổ phần Bao bìTrường Thành (""Bao bì"")","Công ty Cổ phần Bao bìTrường Thành (""Bao bì"")","Công ty Cổ phần Bao bìTrường Thành (""Bao bì"")","43,76",-,"43,76",-,43.76,,43.76,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,71.708.516.919,,71.806.835.322,,71708516919.0,,71806835322.0
